time,CPU0,CPU1,CPU_total
1714238769214.3862,0.0,0.0,0.0
1714238770215.5908,1.0,1.0,2.0
1714238771216.9214,0.0,0.0,0.0
1714238772218.2014,0.0,2.0,2.0
1714238773219.5151,0.0,0.0,0.0
1714238774220.8582,4.0,4.0,8.0
1714238775222.164,3.1,1.1,4.2
1714238776223.4573,3.1,1.1,4.2
1714238777224.8008,1.1,1.1,2.2
1714238778226.068,2.1,2.1,4.2
1714238779227.3467,4.0,1.0,5.0
1714238780228.6584,0.0,1.0,1.0
1714238781229.9475,5.1,9.6,14.7
1714238782231.2068,10.9,13.5,24.4
1714238783231.6414,11.8,11.9,23.700000000000003
1714238784232.962,10.0,14.4,24.4
1714238785234.2236,13.5,9.1,22.6
1714238786235.5154,3.1,5.1,8.2
1714238787236.8853,1.0,0.0,1.0
1714238788238.1611,23.1,23.1,46.2
1714238789239.4473,30.9,27.7,58.599999999999994
1714238790240.8352,33.3,35.1,68.4
1714238791242.1118,32.5,33.3,65.8
1714238792243.3726,35.1,34.9,70.0
1714238793244.5903,13.6,14.4,28.0
1714238794245.8665,2.0,1.0,3.0
1714238795247.1404,39.1,39.6,78.7
1714238796247.635,45.9,45.6,91.5
1714238797249.0347,43.8,43.0,86.8
1714238798250.3157,45.3,47.7,93.0
1714238799251.6887,44.9,45.3,90.19999999999999
1714238800253.1045,9.4,11.0,20.4
1714238801254.4092,2.9,2.9,5.8
1714238802255.6064,51.6,54.2,105.80000000000001
1714238803257.0615,49.7,53.1,102.80000000000001
1714238804258.3704,49.3,51.6,100.9
1714238805259.615,50.3,51.9,102.19999999999999
1714238806260.8262,48.0,50.6,98.6
1714238807262.1338,0.0,1.0,1.0
1714238808263.4067,16.1,16.8,32.900000000000006
1714238809264.795,54.7,55.3,110.0
1714238810266.0745,54.9,55.5,110.4
1714238811267.3406,53.8,55.3,109.1
1714238812268.8352,53.8,55.0,108.8
1714238813270.1338,46.6,46.9,93.5
1714238814271.47,0.0,1.0,1.0
1714238815272.7869,31.2,29.8,61.0
1714238816274.1047,58.1,55.4,113.5
1714238817275.3755,58.6,56.4,115.0
1714238818276.757,58.0,55.7,113.7
1714238819278.0317,58.0,56.2,114.2
1714238820279.3037,40.0,38.1,78.1
1714238821279.612,1.0,0.0,1.0
1714238822280.9067,42.1,44.9,87.0
1714238823282.1882,60.1,60.0,120.1
1714238824283.495,59.2,60.3,119.5
1714238825285.001,59.2,60.8,120.0
1714238826286.2634,59.1,60.0,119.1
1714238827287.557,30.1,30.1,60.2
1714238828288.882,0.0,0.0,0.0
1714238829290.1736,54.8,53.5,108.3
1714238830291.5254,61.7,61.4,123.1
1714238831293.1384,61.7,61.1,122.80000000000001
1714238832294.4685,62.3,61.1,123.4
1714238833295.7625,61.3,60.9,122.19999999999999
1714238834297.274,16.4,15.6,32.0
1714238835298.5586,1.0,1.0,2.0
1714238836299.6082,64.1,63.6,127.69999999999999
1714238837301.1902,62.8,62.5,125.3
1714238838302.5605,62.9,62.5,125.4
1714238839303.6125,62.9,62.7,125.6
1714238840305.1846,63.6,62.1,125.7
1714238841306.4565,0.0,0.0,0.0
1714238842307.6724,16.8,18.2,35.0
1714238843309.1294,64.6,65.3,129.89999999999998
1714238844309.5735,65.1,65.7,130.8
1714238845310.8489,65.8,65.3,131.1
1714238846311.6309,65.8,66.9,132.7
1714238847313.1506,56.6,56.9,113.5
1714238848314.423,0.0,0.0,0.0
1714238849315.6055,34.2,33.1,67.30000000000001
1714238850317.1423,68.8,66.9,135.7
1714238851318.5405,69.3,67.6,136.89999999999998
1714238852319.6462,68.6,66.9,135.5
1714238853321.1145,69.7,67.4,137.10000000000002
