time,CPU0,CPU1,CPU_total
1714238854322.3418,45.9,44.8,90.69999999999999
1714238855323.6423,1.0,0.0,1.0
1714238856324.9277,48.3,49.2,97.5
1714238857326.2744,72.5,71.0,143.5
1714238858327.6501,71.9,71.0,142.9
1714238859329.1714,71.6,71.2,142.8
1714238860330.5928,72.4,70.8,143.2
1714238861331.9429,32.5,34.5,67.0
1714238862333.2083,0.0,0.0,0.0
1714238863334.4746,61.5,61.6,123.1
1714238864335.6282,73.9,74.6,148.5
1714238865337.092,72.6,74.6,147.2
1714238866338.4778,73.3,74.2,147.5
1714238867339.6501,73.3,74.2,147.5
1714238868340.4915,17.9,18.9,36.8
1714238869341.7585,1.0,2.9,3.9
1714238870342.7473,74.4,73.5,147.9
1714238871343.7021,74.6,74.4,149.0
1714238872345.3276,75.4,74.6,150.0
1714238873346.7708,74.8,75.0,149.8
1714238874347.6099,74.2,74.2,148.4
1714238875348.897,1.0,1.0,2.0
1714238876350.1633,17.0,17.5,34.5
1714238877351.4827,73.7,82.6,156.3
1714238878353.062,73.5,82.8,156.3
1714238879354.4795,73.3,81.8,155.1
1714238880355.6797,73.9,82.0,155.9
1714238881357.2183,62.5,69.5,132.0
1714238882358.4822,1.0,0.0,1.0
1714238883359.6077,36.7,35.5,72.2
1714238884361.1023,82.0,80.0,162.0
1714238885362.5212,82.4,81.1,163.5
1714238886363.659,83.3,81.3,164.6
1714238887364.3079,84.7,82.4,167.10000000000002
1714238888364.8406,54.9,53.0,107.9
1714238889366.1245,0.0,1.0,1.0
1714238890367.4006,51.8,53.6,105.4
1714238891369.0938,85.5,86.1,171.6
1714238892370.5715,83.9,85.5,169.4
1714238893371.652,84.2,84.6,168.8
1714238894373.2114,83.8,84.6,168.39999999999998
1714238895374.6787,37.6,38.0,75.6
1714238896375.9817,0.0,0.0,0.0
1714238897377.2727,75.5,72.7,148.2
1714238898378.6348,92.6,87.0,179.6
1714238899380.0618,90.2,86.1,176.3
1714238900381.4915,90.8,86.2,177.0
1714238901383.063,91.7,86.8,178.5
1714238902384.469,20.4,20.4,40.8
1714238903385.7615,1.0,0.0,1.0
1714238904387.0886,90.1,94.3,184.39999999999998
1714238905387.635,90.1,93.5,183.6
1714238906389.1245,89.9,93.5,183.4
1714238907390.583,91.8,95.2,187.0
1714238908391.6238,88.4,91.7,180.10000000000002
1714238909392.9756,1.0,1.0,2.0
1714238910394.2803,19.8,18.6,38.400000000000006
1714238911395.6147,97.1,86.2,183.3
1714238912397.238,97.1,86.2,183.3
1714238913398.7822,97.1,87.0,184.1
1714238914399.6611,97.1,86.7,183.8
1714238915401.2056,78.2,71.1,149.3
1714238916402.494,0.0,0.0,0.0
1714238917403.6611,39.2,39.4,78.6
1714238918405.252,96.2,92.5,188.7
1714238919406.8535,93.4,92.7,186.10000000000002
1714238920407.629,96.2,93.5,189.7
1714238921409.1238,95.2,92.5,187.7
1714238922410.67,58.4,59.2,117.6
1714238923411.9639,0.0,0.0,0.0
1714238924413.2744,58.7,59.4,118.1
1714238925414.8557,97.1,100.0,197.1
1714238926415.6433,98.0,100.0,198.0
1714238927417.262,97.1,100.0,197.1
1714238928418.884,100.0,100.0,200.0
1714238929420.5393,40.6,40.0,80.6
1714238930421.8425,1.0,0.0,1.0
1714238931423.163,79.2,78.2,157.4
1714238932423.6416,100.0,99.0,199.0
1714238933425.1611,100.0,99.0,199.0
1714238934426.815,100.0,98.0,198.0
1714238935427.642,100.0,100.0,200.0
1714238936429.2024,21.8,21.8,43.6
1714238937430.498,0.0,0.0,0.0
1714238938431.6353,100.0,99.0,199.0
1714238939433.046,100.0,99.0,199.0
1714238940434.557,100.0,100.0,200.0
1714238941435.6724,100.0,100.0,200.0
1714238942437.114,99.0,100.0,199.0
1714238943438.423,0.0,0.0,0.0
1714238944439.619,0.0,1.0,1.0
1714238945440.1416,2.9,0.0,2.9
1714238946441.4421,0.0,0.0,0.0
1714238947442.7568,0.0,0.0,0.0
1714238948444.0764,0.0,0.0,0.0
1714238949445.1768,1.0,1.0,2.0
1714238950446.5208,0.0,0.0,0.0
1714238951447.8384,0.0,0.0,0.0
1714238952449.1282,1.0,1.0,2.0
1714238953450.4265,0.0,0.0,0.0
1714238954451.7168,0.0,0.0,0.0
1714238955452.9849,1.0,0.0,1.0
1714238956454.2808,0.0,1.0,1.0
1714238957455.589,0.0,0.0,0.0
1714238958456.9155,0.0,1.0,1.0
1714238959458.2236,0.0,1.0,1.0
1714238960459.5552,0.0,0.0,0.0
1714238961460.9128,1.0,0.0,1.0
1714238962462.2424,0.0,1.0,1.0
1714238963463.6008,1.0,0.0,1.0
1714238964464.8904,1.0,2.0,3.0
