time,CPU0,CPU1,CPU_total
1714239290207.6428,53.3,34.7,88.0
1714239291209.0588,66.9,17.9,84.80000000000001
1714239292210.4243,26.3,6.7,33.0
1714239293211.714,1.0,0.0,1.0
1714239294212.985,18.2,63.6,81.8
1714239295214.2957,51.2,39.7,90.9
1714239296215.6475,68.0,15.4,83.4
1714239297217.0474,63.8,21.3,85.1
1714239298218.3962,14.4,69.0,83.4
1714239299219.6716,5.8,8.7,14.5
1714239300220.9502,1.0,8.7,9.7
1714239301222.2664,15.5,71.9,87.4
1714239302223.5867,70.4,27.5,97.9
1714239303224.3533,54.5,42.4,96.9
1714239304225.6707,72.3,19.8,92.1
1714239305226.9644,64.3,21.7,86.0
1714239306228.2512,1.0,0.0,1.0
1714239307229.5354,21.5,11.7,33.2
1714239308230.8289,69.5,26.4,95.9
1714239309231.603,75.4,23.4,98.80000000000001
1714239310233.0464,42.6,57.9,100.5
1714239311234.405,47.1,54.2,101.30000000000001
1714239312235.6062,14.6,57.1,71.7
1714239313236.9263,0.0,0.0,0.0
1714239314238.2156,30.9,24.3,55.2
1714239315239.514,10.3,80.6,90.89999999999999
1714239316241.0063,16.3,81.5,97.8
1714239317242.3215,17.1,81.1,98.19999999999999
1714239318243.6033,20.4,80.0,100.4
1714239319244.1892,5.1,46.4,51.5
1714239320245.4854,0.0,0.0,0.0
1714239321246.785,60.2,10.7,70.9
1714239322247.6033,73.1,30.6,103.69999999999999
1714239323249.0818,59.6,47.4,107.0
1714239324250.6113,72.9,30.3,103.2
1714239325251.6125,57.5,49.1,106.6
1714239326253.0264,7.8,29.2,37.0
1714239327254.334,0.0,1.0,1.0
1714239328255.658,82.0,13.1,95.1
1714239329257.1355,90.9,17.2,108.10000000000001
1714239330258.59,55.6,56.1,111.7
1714239331259.635,90.9,18.8,109.7
1714239332260.9893,49.0,63.0,112.0
1714239333262.5024,11.8,2.0,13.8
1714239334263.6042,8.9,2.0,10.9
1714239335265.066,81.0,33.3,114.3
1714239336266.4734,57.7,57.3,115.0
1714239337267.688,95.2,14.4,109.60000000000001
1714239338268.6775,94.4,16.8,111.2
1714239339270.0713,56.7,46.5,103.2
1714239340271.3618,1.0,2.0,3.0
1714239341272.7244,2.1,26.3,28.400000000000002
1714239342274.1558,17.3,100.0,117.3
1714239343275.6033,21.6,100.0,121.6
1714239344277.035,23.3,100.0,123.3
1714239345278.4268,18.4,100.0,118.4
1714239346279.829,14.0,74.3,88.3
1714239347281.1226,1.0,1.0,2.0
1714239348282.3965,45.0,7.3,52.3
1714239349283.6074,52.4,72.3,124.69999999999999
1714239350285.0017,71.4,50.0,121.4
1714239351286.505,100.0,25.7,125.7
1714239352287.6177,100.0,22.2,122.2
1714239353289.0398,43.0,23.7,66.7
1714239354290.307,0.0,0.0,0.0
1714239355291.598,65.3,14.6,79.89999999999999
1714239356293.0789,100.0,17.2,117.2
1714239357294.556,80.2,40.4,120.6
1714239358295.607,64.8,58.8,123.6
1714239359297.1084,29.6,93.9,123.5
1714239360298.6172,8.0,35.0,43.0
1714239361299.615,0.0,1.0,1.0
1714239362300.222,84.0,18.8,102.8
1714239363301.6763,38.4,81.8,120.19999999999999
1714239364303.159,16.5,100.0,116.5
1714239365304.8013,19.0,100.0,119.0
1714239366306.234,52.5,69.4,121.9
1714239367307.733,1.0,16.2,17.2
1714239368309.01,2.0,4.0,6.0
1714239369310.5046,47.5,72.0,119.5
1714239370311.7117,38.8,80.4,119.2
1714239371312.6533,21.8,100.0,121.8
1714239372314.0662,17.7,100.0,117.7
1714239373315.0962,97.0,17.3,114.3
1714239374316.4158,1.0,1.0,2.0
1714239375317.6848,24.2,5.9,30.1
1714239376319.0579,100.0,16.3,116.3
1714239377319.617,80.0,40.6,120.6
1714239378321.0364,23.5,100.0,123.5
1714239379322.4202,50.5,71.0,121.5
1714239380323.8672,76.8,13.1,89.89999999999999
1714239381325.182,1.0,0.0,1.0
1714239382326.4338,43.4,6.0,49.4
1714239383327.6284,26.1,91.0,117.1
1714239384329.0752,26.0,100.0,126.0
1714239385330.586,27.5,100.0,127.5
1714239386331.601,55.1,65.7,120.80000000000001
1714239387332.9263,45.1,22.0,67.1
1714239388334.2002,0.0,1.0,1.0
1714239389335.4585,63.0,12.5,75.5
1714239390336.9321,100.0,27.1,127.1
1714239391338.305,99.0,21.1,120.1
1714239392339.6333,83.2,42.7,125.9
1714239393341.0005,25.7,98.0,123.7
1714239394342.4197,7.1,35.4,42.5
1714239395343.7124,1.0,2.0,3.0
1714239396345.0117,11.6,83.8,95.39999999999999
1714239397346.398,73.7,51.4,125.1
1714239398347.6245,86.9,37.5,124.4
1714239399349.0332,25.9,100.0,125.9
1714239400350.473,21.8,100.0,121.8
1714239401351.84,3.0,16.0,19.0
1714239402353.098,0.0,5.0,5.0
1714239403354.494,21.8,100.0,121.8
1714239404355.6099,24.3,100.0,124.3
1714239405356.9731,91.9,31.0,122.9
1714239406358.0588,85.7,36.3,122.0
1714239407359.4558,20.4,97.0,117.4
1714239408360.7698,0.0,0.0,0.0
1714239409362.0903,4.0,26.5,30.5
1714239410363.5457,17.5,100.0,117.5
1714239411365.0117,65.7,55.1,120.80000000000001
1714239412366.418,100.0,25.2,125.2
1714239413367.771,100.0,20.4,120.4
1714239414369.1873,24.7,63.4,88.1
1714239415370.4878,1.0,0.0,1.0
1714239416371.7954,0.0,0.0,0.0
1714239417373.0864,1.0,0.0,1.0
1714239418374.3782,0.0,0.0,0.0
1714239419375.6199,0.0,1.0,1.0
1714239420376.8887,0.0,0.0,0.0
1714239421378.1875,0.0,0.0,0.0
1714239422379.4797,0.0,0.0,0.0
1714239423380.821,1.0,0.0,1.0
1714239424382.148,0.0,0.0,0.0
1714239425383.4546,1.0,0.0,1.0
1714239426384.7593,1.0,1.0,2.0
1714239427386.0364,0.0,0.0,0.0
1714239428387.3062,0.0,0.0,0.0
1714239429388.5889,1.0,0.0,1.0
1714239430389.862,0.0,0.0,0.0
1714239431391.1199,0.0,0.0,0.0
1714239432392.399,0.0,1.0,1.0
1714239433393.6782,0.0,1.0,1.0
1714239434394.9407,0.0,0.0,0.0
1714239435396.2322,1.0,1.0,2.0
1714239436397.5107,1.0,0.0,1.0
