time,CPU0,CPU1,CPU_total
1714237641386.4001,0.0,0.0,0.0
1714237642387.6328,66.7,28.8,66.7
1714237643388.653,70.1,24.1,70.1
1714237644389.9978,69.2,29.7,69.2
1714237645391.277,69.4,27.6,69.4
1714237646392.7537,69.4,26.2,69.4
1714237647394.0942,5.9,3.0,5.9
1714237648395.3848,15.9,3.0,15.9
1714237649396.7998,73.0,24.8,73.0
1714237650398.1182,73.5,24.3,73.5
1714237651399.3845,72.5,21.4,72.5
1714237652400.8032,73.0,22.3,73.0
1714237653402.0867,64.3,23.5,64.3
1714237654403.3865,1.0,0.0,1.0
1714237655404.7014,31.8,5.1,31.8
1714237656406.066,76.9,28.4,76.9
1714237657407.3591,77.5,25.0,77.5
1714237658408.7656,76.3,27.0,76.3
1714237659410.0515,77.5,26.3,77.5
1714237660411.333,55.0,15.2,55.0
1714237661412.6702,0.0,0.0,0.0
1714237662413.9287,49.5,11.9,49.5
1714237663415.427,81.3,24.6,81.3
1714237664416.8645,81.5,21.3,81.5
1714237665418.3342,81.3,25.4,81.3
1714237666419.6704,81.3,28.9,81.3
1714237667421.0967,41.4,13.9,41.4
1714237668422.3782,0.0,1.0,0.0
1714237669423.6694,68.8,14.7,68.8
1714237670425.1003,90.8,17.4,90.8
1714237671426.5017,90.1,18.2,90.1
1714237672427.6562,91.0,16.5,91.0
1714237673428.9966,90.1,17.6,90.1
1714237674430.3682,25.5,6.7,25.5
1714237675431.619,0.0,1.0,0.0
1714237676432.903,88.0,18.8,88.0
1714237677434.299,95.2,23.3,95.2
1714237678435.6082,95.3,25.0,95.3
1714237679436.9404,95.2,31.0,95.2
1714237680438.3667,94.4,28.6,94.4
1714237681439.7524,6.1,2.0,6.1
1714237682441.0427,15.7,6.9,15.7
1714237683442.456,100.0,25.0,100.0
1714237684443.6045,99.0,14.4,99.0
1714237685444.5708,99.0,20.2,99.0
1714237686446.0515,100.0,24.3,100.0
1714237687447.5562,86.0,22.2,86.0
1714237688448.9014,0.0,0.0,0.0
1714237689450.2375,34.7,9.0,34.7
1714237690451.6152,97.1,25.3,97.1
1714237691453.0771,99.0,35.4,99.0
1714237692454.444,99.0,26.0,99.0
1714237693455.611,98.1,27.0,98.1
1714237694456.9966,64.4,14.4,64.4
1714237695458.2773,0.0,0.0,0.0
1714237696459.588,56.4,8.4,56.4
1714237697461.0723,100.0,23.2,100.0
1714237698462.5715,100.0,28.7,100.0
1714237699463.6152,100.0,26.2,100.0
1714237700465.0254,100.0,23.5,100.0
1714237701466.4973,43.9,8.2,43.9
1714237702467.81,0.0,0.0,0.0
1714237703469.1072,77.7,12.8,77.7
1714237704470.6511,100.0,22.3,100.0
1714237705471.668,100.0,23.8,100.0
1714237706473.1064,100.0,24.0,100.0
1714237707474.637,100.0,33.3,100.0
1714237708475.608,24.0,7.8,24.0
1714237709476.9172,1.0,0.0,1.0
1714237710478.2988,98.0,30.3,98.0
1714237711479.6174,100.0,25.9,100.0
1714237712481.0757,100.0,29.4,100.0
1714237713482.5518,100.0,22.6,100.0
1714237714484.0095,100.0,22.9,100.0
1714237715485.5027,2.0,2.0,2.0
1714237716486.8345,19.0,3.0,19.0
1714237717487.6042,100.0,26.4,100.0
1714237718488.9827,100.0,20.0,100.0
1714237719490.4626,100.0,22.0,100.0
1714237720491.6375,100.0,22.5,100.0
1714237721493.103,82.8,20.4,82.8
1714237722494.3972,1.0,0.0,1.0
1714237723495.6013,38.2,9.6,38.2
1714237724497.115,100.0,20.2,100.0
1714237725498.582,100.0,23.4,100.0
1714237726499.6409,100.0,18.8,100.0
1714237727501.1306,100.0,16.5,100.0
1714237728502.7,64.0,12.7,64.0
1714237729503.6067,1.0,1.0,1.0
1714237730504.888,56.4,15.0,56.4
1714237731506.3848,100.0,24.8,100.0
1714237732507.6782,100.0,28.3,100.0
1714237733509.093,100.0,23.5,100.0
1714237734510.4927,100.0,23.5,100.0
1714237735511.913,42.9,11.9,42.9
1714237736513.2373,0.0,0.0,0.0
1714237737514.5352,78.4,18.9,78.4
1714237738515.3748,100.0,25.0,100.0
1714237739516.9119,100.0,22.4,100.0
1714237740518.3127,100.0,29.1,100.0
1714237741519.6577,100.0,25.9,100.0
1714237742521.0571,22.8,5.0,22.8
1714237743522.354,1.0,1.0,1.0
1714237744523.6738,98.0,21.5,98.0
1714237745525.0308,100.0,22.7,100.0
1714237746526.3904,100.0,20.8,100.0
1714237747527.6228,100.0,27.0,100.0
1714237748528.9922,100.0,20.6,100.0
1714237749529.9746,1.0,0.0,1.0
1714237750531.2588,19.8,1.0,19.8
1714237751532.764,100.0,24.3,100.0
1714237752534.2136,100.0,27.4,100.0
1714237753535.6245,100.0,30.8,100.0
1714237754537.1396,100.0,19.2,100.0
1714237755538.5437,81.0,20.6,81.0
1714237756539.6199,1.0,0.0,1.0
1714237757540.909,39.6,9.5,39.6
1714237758542.4114,100.0,25.6,100.0
1714237759543.6,100.0,24.3,100.0
1714237760545.0964,100.0,18.5,100.0
1714237761545.5786,100.0,22.1,100.0
1714237762546.9512,62.4,10.6,62.4
1714237763547.6162,1.0,1.0,1.0
1714237764548.8909,0.0,0.0,0.0
1714237765550.189,0.0,1.0,0.0
1714237766551.4846,1.0,0.0,1.0
1714237767552.81,0.0,2.0,0.0
1714237768554.1147,0.0,0.0,0.0
1714237769555.4255,0.0,0.0,0.0
1714237770556.7388,0.0,1.0,0.0
1714237771558.0254,1.0,1.0,1.0
1714237772559.3193,1.0,1.0,1.0
1714237773559.6072,0.0,0.0,0.0
1714237774560.881,0.0,0.0,0.0
1714237775562.1792,1.0,1.0,1.0
1714237776563.463,0.0,0.0,0.0
1714237777564.7993,2.0,2.0,2.0
1714237778566.0815,0.0,0.0,0.0
1714237779567.3843,0.0,0.0,0.0
1714237780568.7334,0.0,1.0,0.0
1714237781570.021,0.0,0.0,0.0
1714237782571.3267,1.0,0.0,1.0
1714237783572.662,2.0,0.0,2.0
1714237784573.9548,0.0,0.0,0.0
