time,CPU0,CPU1,CPU_total
1714238169381.0964,94.3,16.7,94.3
1714238170382.49,96.2,14.1,96.2
1714238171383.6323,94.3,21.8,94.3
1714238172385.035,95.2,20.8,95.2
1714238173386.5178,81.1,14.6,81.1
1714238174387.8096,0.0,0.0,0.0
1714238175389.1018,34.3,5.9,34.3
1714238176390.5085,100.0,16.7,100.0
1714238177391.6152,100.0,12.2,100.0
1714238178393.0757,100.0,16.5,100.0
1714238179394.4795,100.0,11.3,100.0
1714238180395.9492,66.0,10.0,66.0
1714238181397.2473,1.0,1.0,1.0
1714238182398.5842,53.5,5.4,53.5
1714238183399.6118,100.0,17.9,100.0
1714238184401.0122,100.0,18.8,100.0
1714238185402.474,100.0,18.6,100.0
1714238186403.9092,100.0,18.6,100.0
1714238187405.383,47.0,8.2,47.0
1714238188406.686,0.0,0.0,0.0
1714238189407.6182,74.3,10.8,74.3
1714238190408.991,100.0,12.1,100.0
1714238191410.4617,100.0,19.6,100.0
1714238192411.6213,100.0,20.9,100.0
1714238193413.0784,100.0,16.5,100.0
1714238194414.4597,27.7,5.9,27.7
1714238195415.7688,1.0,1.0,1.0
1714238196417.0378,93.9,8.6,93.9
1714238197418.5388,100.0,12.4,100.0
1714238198419.619,100.0,8.5,100.0
1714238199421.0342,100.0,12.4,100.0
1714238200422.4302,100.0,15.8,100.0
1714238201423.621,6.0,1.0,6.0
1714238202424.655,13.1,2.0,13.1
1714238203426.1526,100.0,12.8,100.0
1714238204427.665,100.0,18.2,100.0
1714238205429.067,100.0,17.2,100.0
1714238206430.5454,100.0,14.4,100.0
1714238207432.015,87.0,10.6,87.0
1714238208433.317,0.0,0.0,0.0
1714238209434.5957,34.7,6.9,34.7
1714238210436.005,100.0,13.7,100.0
1714238211437.4507,100.0,17.2,100.0
1714238212438.8862,100.0,19.6,100.0
1714238213439.6235,100.0,13.8,100.0
1714238214440.9905,67.6,11.9,67.6
1714238215442.2827,0.0,0.0,0.0
1714238216443.5544,53.0,7.1,53.0
1714238217444.5942,100.0,12.5,100.0
1714238218446.0105,100.0,6.6,100.0
1714238219447.4646,100.0,13.3,100.0
1714238220448.9473,100.0,12.4,100.0
1714238221450.3108,47.0,10.7,47.0
1714238222451.6433,1.0,0.0,1.0
1714238223452.9377,74.0,15.2,74.0
1714238224454.4053,100.0,14.7,100.0
1714238225455.697,100.0,19.0,100.0
1714238226457.0977,100.0,15.6,100.0
1714238227458.4553,100.0,15.8,100.0
1714238228459.7786,26.0,5.1,26.0
1714238229461.0752,2.0,0.0,2.0
1714238230462.3523,94.0,12.1,94.0
1714238231463.6672,100.0,17.3,100.0
1714238232464.981,100.0,15.7,100.0
1714238233466.394,100.0,14.9,100.0
1714238234467.6277,100.0,10.4,100.0
1714238235468.9858,6.9,1.0,6.9
1714238236470.3005,15.0,3.0,15.0
1714238237471.6243,100.0,19.8,100.0
1714238238473.0774,100.0,22.1,100.0
1714238239474.5728,100.0,27.9,100.0
1714238240475.6418,100.0,19.1,100.0
1714238241477.0793,85.9,17.9,85.9
1714238242478.3853,0.0,0.0,0.0
1714238243479.726,2.0,2.0,2.0
1714238244481.0476,0.0,0.0,0.0
1714238245482.3901,1.0,1.0,1.0
1714238246483.6196,0.0,0.0,0.0
1714238247484.948,1.0,1.0,1.0
1714238248486.2437,1.0,1.0,1.0
1714238249487.5515,0.0,0.0,0.0
1714238250488.859,0.0,0.0,0.0
1714238251490.1602,1.0,1.0,1.0
1714238252491.471,0.0,0.0,0.0
1714238253492.816,0.0,1.0,0.0
1714238254494.1335,0.0,1.0,0.0
1714238255495.456,0.0,0.0,0.0
1714238256496.7886,0.0,0.0,0.0
1714238257498.0828,0.0,0.0,0.0
1714238258499.3782,1.0,0.0,1.0
1714238259500.7153,0.0,1.0,0.0
1714238260502.0095,0.0,1.0,0.0
1714238261503.2883,1.0,0.0,1.0
1714238262504.573,2.0,1.0,2.0
1714238263505.8738,1.0,1.0,1.0
