time,CPU0,CPU1,CPU_total
1714239442057.6016,0.0,0.0,0.0
1714239443058.791,0.0,0.0,0.0
1714239444059.6045,0.0,0.0,0.0
1714239445060.8875,2.0,1.0,3.0
1714239446062.148,0.0,1.0,1.0
1714239447062.4265,3.1,2.0,5.1
1714239448063.621,1.0,3.2,4.2
1714239449064.897,2.1,4.0,6.1
1714239450066.1675,4.2,0.0,4.2
1714239451067.45,3.1,4.0,7.1
1714239452068.7588,5.0,3.0,8.0
1714239453070.052,0.0,0.0,0.0
1714239454071.3477,26.4,3.9,30.299999999999997
1714239455072.7542,11.3,27.5,38.8
1714239456074.0251,30.2,12.1,42.3
1714239457075.3076,9.5,30.3,39.8
1714239458075.6055,11.1,31.5,42.6
1714239459076.915,4.0,7.6,11.6
1714239460078.191,0.0,1.0,1.0
1714239461079.496,44.5,6.7,51.2
1714239462080.9692,40.7,22.0,62.7
1714239463082.2524,46.3,5.9,52.199999999999996
1714239464083.595,44.8,12.1,56.9
1714239465084.8901,5.9,45.9,51.8
1714239466086.1694,1.0,8.5,9.5
1714239467087.5015,2.9,2.9,5.8
1714239468088.8835,34.4,40.9,75.3
1714239469090.1743,54.4,5.0,59.4
1714239470091.5034,45.5,23.7,69.2
1714239471092.9587,46.2,25.2,71.4
1714239472094.2222,6.9,53.5,60.4
1714239473095.4912,1.0,1.0,2.0
1714239474096.7905,11.3,15.3,26.6
1714239475098.061,57.0,18.7,75.7
1714239476099.356,14.8,59.3,74.1
1714239477100.7893,17.3,59.9,77.2
1714239478102.062,35.2,46.5,81.7
1714239479103.345,50.3,5.9,56.199999999999996
1714239480104.6665,2.0,1.0,3.0
1714239481105.9617,10.4,31.1,41.5
1714239482107.217,45.6,42.9,88.5
1714239483107.61,62.4,17.3,79.7
1714239484109.0042,25.9,57.0,82.9
1714239485110.2747,27.5,56.0,83.5
1714239486111.5298,42.4,4.0,46.4
1714239487112.8184,0.0,0.0,0.0
1714239488114.0889,40.5,23.4,63.9
1714239489115.3818,59.3,28.1,87.4
1714239490116.898,64.9,9.2,74.10000000000001
1714239491118.1968,65.4,8.3,73.7
1714239492119.4778,65.4,19.3,84.7
1714239493120.8337,29.1,4.0,33.1
1714239494122.122,0.0,0.0,0.0
1714239495123.3955,53.0,21.3,74.3
1714239496124.8433,15.2,68.3,83.5
1714239497126.1628,16.3,68.1,84.39999999999999
1714239498127.4382,19.1,69.4,88.5
1714239499128.8865,19.8,68.7,88.5
1714239500130.2075,4.0,13.9,17.9
1714239501131.483,3.0,4.0,7.0
1714239502132.9243,26.6,65.2,91.80000000000001
1714239503134.2456,14.6,72.3,86.89999999999999
1714239504135.6316,71.6,14.6,86.19999999999999
1714239505137.1191,69.9,17.6,87.5
1714239506138.4353,38.5,52.8,91.3
1714239507139.7322,0.0,0.0,0.0
1714239508141.044,5.8,24.8,30.6
1714239509142.3772,12.0,74.4,86.4
1714239510143.6108,18.3,72.3,90.6
