time,CPU0,CPU1,CPU_total
1714239511145.0044,26.6,66.2,92.80000000000001
1714239512146.0002,25.2,69.5,94.7
1714239513147.3325,56.9,11.8,68.7
1714239514148.5964,0.0,0.0,0.0
1714239515149.9065,30.6,18.8,49.400000000000006
1714239516151.183,79.4,17.0,96.4
1714239517151.6099,80.0,15.7,95.7
1714239518153.1128,71.3,28.7,100.0
1714239519154.4946,70.5,23.0,93.5
1714239520155.787,10.8,46.5,57.3
1714239521157.0803,0.0,1.0,1.0
1714239522158.3848,8.3,59.8,68.1
1714239523159.6191,21.9,84.7,106.6
1714239524161.0159,66.7,41.7,108.4
1714239525162.4688,84.7,20.6,105.30000000000001
1714239526163.662,34.0,71.1,105.1
1714239527165.0571,8.8,30.5,39.3
1714239528166.3613,1.0,0.0,1.0
1714239529167.6094,69.6,24.0,93.6
1714239530169.0154,73.0,41.0,114.0
1714239531170.4016,83.6,25.5,109.1
1714239532171.646,75.5,35.0,110.5
1714239533173.0693,77.7,31.7,109.4
1714239534174.5354,13.7,4.0,17.7
1714239535175.6318,1.0,6.0,7.0
1714239536177.0168,40.0,72.5,112.5
1714239537178.477,68.0,46.0,114.0
1714239538179.7795,22.1,94.4,116.5
1714239539181.1423,28.2,87.7,115.9
1714239540182.603,63.2,43.4,106.6
1714239541183.8892,0.0,1.0,1.0
1714239542185.2068,26.7,5.1,31.799999999999997
1714239543186.706,100.0,14.3,114.3
1714239544188.127,100.0,19.4,119.4
1714239545188.6633,82.8,37.6,120.4
1714239546190.0994,28.6,100.0,128.6
1714239547191.5925,20.0,74.5,94.5
1714239548192.939,1.0,0.0,1.0
1714239549194.2004,31.3,24.8,56.1
1714239550195.582,100.0,23.5,123.5
1714239551197.0369,100.0,20.2,120.2
1714239552198.4404,100.0,25.5,125.5
1714239553199.6108,100.0,20.2,120.2
1714239554201.0078,53.1,11.0,64.1
1714239555202.1191,0.0,0.0,0.0
1714239556203.4463,67.3,8.3,75.6
1714239557204.8608,51.9,77.0,128.9
1714239558206.2466,27.0,100.0,127.0
1714239559207.6365,28.4,100.0,128.4
1714239560209.028,26.3,100.0,126.3
1714239561210.4294,9.9,33.7,43.6
1714239562211.7322,0.0,0.0,0.0
1714239563213.0376,88.0,12.2,100.2
1714239564214.4312,94.9,21.2,116.10000000000001
1714239565215.603,25.5,100.0,125.5
1714239566216.999,34.0,86.9,120.9
1714239567218.3975,70.7,49.0,119.7
1714239568219.8435,13.9,4.0,17.9
1714239569221.1316,0.0,9.0,9.0
1714239570222.573,19.8,100.0,119.8
1714239571223.6458,23.3,100.0,123.3
1714239572225.1406,21.0,100.0,121.0
1714239573226.56,21.6,100.0,121.6
1714239574228.0535,43.3,66.3,109.6
1714239575229.326,0.0,0.0,0.0
1714239576230.644,5.1,29.0,34.1
1714239577231.624,22.8,100.0,122.8
1714239578233.0874,54.1,65.7,119.80000000000001
1714239579234.5417,25.0,100.0,125.0
1714239580235.6028,20.2,100.0,120.2
1714239581237.109,52.5,34.7,87.2
1714239582238.395,0.0,0.0,0.0
1714239583239.662,49.0,9.1,58.1
1714239584241.0784,100.0,22.3,122.3
1714239585242.506,100.0,22.5,122.5
1714239586243.6094,100.0,19.2,119.2
1714239587244.664,100.0,21.6,121.6
1714239588246.0217,52.0,8.2,60.2
1714239589247.2925,0.0,0.0,0.0
1714239590247.6118,70.0,13.6,83.6
1714239591249.034,38.1,80.8,118.9
1714239592250.5461,50.5,69.3,119.8
1714239593251.6301,100.0,14.3,114.3
1714239594253.0862,73.7,40.2,113.9
1714239595254.5835,8.0,30.3,38.3
1714239596255.068,2.0,1.0,3.0
1714239597255.6536,90.1,13.3,103.39999999999999
1714239598257.1372,28.9,91.9,120.80000000000001
1714239599258.6738,42.6,79.0,121.6
1714239600259.6323,24.0,100.0,124.0
1714239601261.0698,19.8,100.0,119.8
1714239602262.4868,3.0,9.1,12.1
1714239603263.613,12.0,2.0,14.0
1714239604265.0596,80.0,41.4,121.4
1714239605266.451,15.2,100.0,115.2
1714239606267.6223,17.0,100.0,117.0
1714239607268.9983,26.8,88.0,114.8
1714239608270.445,90.0,22.0,112.0
1714239609271.6155,0.0,0.0,0.0
1714239610272.4275,12.0,24.8,36.8
1714239611273.3032,28.3,94.1,122.39999999999999
1714239612274.769,18.9,100.0,118.9
1714239613275.6086,72.7,45.5,118.2
1714239614276.9321,69.7,47.5,117.2
1714239615278.355,11.8,71.0,82.8
1714239616279.6528,0.0,1.0,1.0
1714239617280.0195,0.0,0.0,0.0
1714239618281.3057,0.0,1.0,1.0
1714239619282.5715,0.0,1.0,1.0
1714239620283.61,1.0,0.0,1.0
1714239621284.904,1.0,1.0,2.0
1714239622286.1619,0.0,1.0,1.0
1714239623287.4187,1.0,0.0,1.0
1714239624288.7175,0.0,1.0,1.0
1714239625289.996,0.0,1.0,1.0
1714239626291.2822,1.0,1.0,2.0
1714239627291.619,0.0,1.0,1.0
1714239628292.9204,0.0,1.0,1.0
1714239629294.1936,0.0,1.0,1.0
1714239630295.4836,1.0,1.0,2.0
1714239631296.7822,2.0,1.0,3.0
1714239632298.0254,0.0,0.0,0.0
1714239633299.316,1.0,1.0,2.0
1714239634300.646,0.0,1.0,1.0
1714239635301.9727,0.0,0.0,0.0
1714239636303.2373,0.0,2.0,2.0
1714239637304.5286,0.0,2.0,2.0
