time,CPU0,CPU1,CPU_total
1714238646241.0947,65.7,64.6,130.3
1714238647242.4712,48.8,48.9,97.69999999999999
1714238648243.7585,1.0,0.0,1.0
1714238649245.031,43.1,43.2,86.30000000000001
1714238650246.4507,68.8,68.1,136.89999999999998
1714238651247.6274,69.0,67.4,136.4
1714238652249.0508,68.1,68.3,136.39999999999998
1714238653250.3743,69.0,67.8,136.8
1714238654251.651,38.0,36.4,74.4
1714238655252.9285,0.0,0.0,0.0
1714238656254.2307,58.4,57.3,115.69999999999999
1714238657255.6199,72.5,69.8,142.3
1714238658257.174,72.6,70.7,143.3
1714238659258.5212,71.9,69.5,141.4
1714238660259.6272,72.4,70.7,143.10000000000002
1714238661261.1814,21.5,21.8,43.3
1714238662262.489,1.0,0.0,1.0
1714238663263.6707,71.5,69.9,141.4
1714238664265.1587,75.0,72.4,147.4
1714238665266.462,74.8,72.4,147.2
1714238666267.7087,74.4,72.6,147.0
1714238667269.2485,74.8,71.9,146.7
1714238668270.6018,3.9,3.0,6.9
1714238669271.6387,16.2,16.3,32.5
1714238670273.0537,72.6,79.4,152.0
1714238671273.8425,72.6,78.6,151.2
1714238672275.2993,73.1,79.8,152.89999999999998
1714238673276.865,73.1,79.4,152.5
1714238674278.3022,63.7,68.1,131.8
1714238675279.6013,1.0,0.0,1.0
1714238676280.87,34.2,34.5,68.7
1714238677282.3901,77.2,78.7,155.9
1714238678283.6196,78.3,79.4,157.7
1714238679285.1167,78.4,79.0,157.4
1714238680286.709,78.7,80.0,158.7
1714238681287.6133,52.6,53.5,106.1
1714238682288.9075,1.0,0.0,1.0
1714238683290.196,48.7,51.8,100.5
1714238684291.63,78.2,85.6,163.8
1714238685293.2017,77.3,84.0,161.3
1714238686294.6433,77.6,85.5,163.1
1714238687295.645,77.7,84.6,162.3
1714238688297.205,37.8,39.6,77.4
1714238689298.4568,0.0,1.0,1.0
1714238690299.6118,68.4,67.8,136.2
1714238691301.0903,84.5,83.1,167.6
1714238692302.5332,84.0,83.3,167.3
1714238693303.6387,83.9,83.3,167.2
1714238694305.0686,85.5,84.0,169.5
1714238695306.5305,22.9,22.1,45.0
1714238696307.6077,0.0,0.0,0.0
1714238697308.902,88.4,80.0,168.4
1714238698310.3647,91.7,84.0,175.7
1714238699311.6104,91.0,82.5,173.5
1714238700313.1914,90.1,81.8,171.89999999999998
1714238701314.6973,89.2,81.8,171.0
1714238702316.3364,2.0,2.0,4.0
1714238703317.613,16.8,18.6,35.400000000000006
1714238704319.0903,91.7,92.5,184.2
1714238705319.614,91.8,91.8,183.6
1714238706321.08,91.7,92.5,184.2
1714238707322.6936,90.9,90.9,181.8
1714238708324.164,77.6,79.2,156.8
1714238709325.4658,0.0,1.0,1.0
1714238710326.4685,37.3,36.5,73.8
1714238711327.686,92.6,89.2,181.8
1714238712329.2913,93.4,90.9,184.3
1714238713330.8232,93.5,90.8,184.3
1714238714331.6018,92.5,89.4,181.9
1714238715333.1548,59.0,57.9,116.9
1714238716334.4504,2.0,0.0,2.0
1714238717335.6045,59.0,57.1,116.1
1714238718337.0474,100.0,93.5,193.5
1714238719337.898,100.0,91.7,191.7
1714238720339.3474,100.0,90.9,190.9
1714238721340.9568,100.0,92.6,192.6
1714238722342.4524,42.6,39.8,82.4
1714238723343.6228,0.0,0.0,0.0
1714238724344.9314,75.7,77.5,153.2
1714238725346.5747,93.5,97.1,190.6
1714238726347.6772,93.5,96.1,189.6
1714238727349.4075,96.2,99.0,195.2
1714238728351.1099,94.3,97.1,191.39999999999998
1714238729352.737,19.2,20.2,39.4
1714238730354.0051,1.0,0.0,1.0
1714238731355.2803,93.5,99.0,192.5
1714238732356.9265,95.2,100.0,195.2
1714238733358.4746,95.3,100.0,195.3
1714238734359.6113,95.2,100.0,195.2
1714238735361.1782,94.3,100.0,194.3
1714238736362.1758,0.0,2.0,2.0
1714238737363.491,20.6,20.0,40.6
1714238738364.9094,100.0,100.0,200.0
1714238739366.4182,100.0,100.0,200.0
1714238740367.6228,100.0,100.0,200.0
1714238741369.0132,100.0,100.0,200.0
1714238742370.452,81.0,80.2,161.2
1714238743371.6184,0.0,0.0,0.0
1714238744372.9888,0.0,1.0,1.0
1714238745374.2998,0.0,1.0,1.0
1714238746375.6042,0.0,0.0,0.0
1714238747376.89,0.0,0.0,0.0
1714238748378.1536,0.0,1.0,1.0
1714238749379.4717,1.0,0.0,1.0
1714238750380.7922,2.0,1.0,3.0
1714238751382.096,1.0,0.0,1.0
1714238752383.433,0.0,1.0,1.0
1714238753384.7446,0.0,1.0,1.0
1714238754386.0203,1.0,0.0,1.0
1714238755387.333,0.0,0.0,0.0
1714238756388.6057,0.0,1.0,1.0
1714238757389.908,0.0,0.0,0.0
1714238758391.2195,0.0,0.0,0.0
1714238759392.533,0.0,1.0,1.0
1714238760393.851,0.0,0.0,0.0
1714238761395.1392,2.0,1.0,3.0
1714238762396.3984,0.0,0.0,0.0
1714238763397.6638,1.0,0.0,1.0
1714238764398.937,1.0,1.0,2.0
