time,CPU0,CPU1,CPU_total
1714237242790.2083,40.8,14.7,40.8
1714237243791.5037,70.4,24.3,70.4
1714237244792.9905,70.7,21.4,70.7
1714237245794.303,69.9,26.3,69.9
1714237246795.6462,70.1,27.3,70.1
1714237247797.0566,41.7,13.0,41.7
1714237248798.3298,0.0,1.0,0.0
1714237249799.6345,56.8,17.1,56.8
1714237250801.0828,73.9,21.4,73.9
1714237251802.413,74.3,22.6,74.3
1714237252803.7102,74.6,20.7,74.6
1714237253805.0754,73.9,24.6,73.9
1714237254806.4192,27.9,11.0,27.9
1714237255807.7139,1.0,0.0,1.0
1714237256809.0015,73.2,25.2,73.2
1714237257810.2617,80.5,29.5,80.5
1714237258811.6133,80.2,29.6,80.2
1714237259812.9407,80.2,20.2,80.2
1714237260814.275,79.8,29.0,79.8
1714237261815.6064,10.7,3.9,10.7
1714237262816.919,10.8,4.0,10.8
1714237263818.3958,80.0,24.8,80.0
1714237264819.6018,80.8,32.0,80.8
1714237265820.9688,82.0,25.7,82.0
1714237266822.323,81.3,28.8,81.3
1714237267823.6162,74.6,17.3,74.6
1714237268824.9978,0.0,0.0,0.0
1714237269826.276,30.5,7.7,30.5
1714237270827.6184,89.3,25.6,89.3
1714237271828.9448,89.3,16.3,89.3
1714237272830.3337,90.1,19.4,90.1
1714237273831.6165,90.1,23.7,90.1
1714237274833.2454,64.8,13.3,64.8
1714237275834.5251,0.0,0.0,0.0
1714237276835.6284,47.2,10.2,47.2
1714237277837.056,91.7,25.5,91.7
1714237278838.4844,91.8,21.0,91.8
1714237279839.9841,90.9,26.9,90.9
1714237280841.4692,91.6,29.5,91.6
1714237281842.8752,48.1,11.0,48.1
1714237282844.148,1.0,1.0,1.0
1714237283844.5876,69.7,13.6,69.7
1714237284845.1504,99.0,24.6,99.0
1714237285846.561,99.0,25.4,99.0
1714237286847.6348,100.0,19.0,100.0
1714237287849.0842,99.0,17.3,99.0
1714237288850.5134,29.3,6.8,29.3
1714237289851.8066,2.0,1.0,2.0
1714237290853.086,90.9,18.6,90.9
1714237291854.4915,100.0,21.4,100.0
1714237292855.606,100.0,24.3,100.0
1714237293857.0164,100.0,17.3,100.0
1714237294858.4065,100.0,18.8,100.0
1714237295859.6038,9.9,2.9,9.9
1714237296860.876,12.9,3.0,12.9
1714237297861.6914,100.0,24.0,100.0
1714237298863.1152,99.0,27.2,99.0
1714237299863.7422,100.0,23.2,100.0
1714237300865.223,100.0,28.0,100.0
1714237301866.6494,88.9,26.0,88.9
1714237302867.9282,0.0,0.0,0.0
1714237303869.2046,31.7,5.1,31.7
1714237304870.672,100.0,26.4,100.0
1714237305871.6318,100.0,21.6,100.0
1714237306873.1895,100.0,24.5,100.0
1714237307874.5452,100.0,19.0,100.0
1714237308875.9426,70.3,13.1,70.3
1714237309877.263,0.0,0.0,0.0
1714237310878.5322,51.0,7.9,51.0
1714237311879.6348,100.0,15.8,100.0
1714237312880.9785,100.0,15.7,100.0
1714237313882.4502,100.0,16.5,100.0
1714237314883.6157,100.0,18.9,100.0
1714237315884.9941,49.5,10.6,49.5
1714237316886.2864,0.0,1.0,0.0
1714237317887.632,71.0,15.8,71.0
1714237318888.9688,100.0,24.3,100.0
1714237319890.5557,100.0,19.8,100.0
1714237320891.6453,100.0,15.6,100.0
1714237321893.0447,100.0,21.6,100.0
1714237322894.496,28.3,10.6,28.3
1714237323895.8162,0.0,0.0,0.0
1714237324897.1084,92.1,13.3,92.1
1714237325898.551,100.0,21.7,100.0
1714237326899.9663,100.0,20.2,100.0
1714237327901.4219,100.0,18.4,100.0
1714237328902.8857,100.0,10.5,100.0
1714237329904.242,7.1,2.0,7.1
1714237330905.5088,13.0,2.0,13.0
1714237331906.9834,100.0,20.4,100.0
1714237332907.6042,100.0,22.6,100.0
1714237333908.9067,100.0,15.2,100.0
1714237334910.2747,100.0,18.6,100.0
1714237335911.7114,88.0,14.1,88.0
1714237336912.9954,0.0,0.0,0.0
1714237337914.2715,34.0,6.0,34.0
1714237338915.6077,100.0,19.2,100.0
1714237339916.963,100.0,10.6,100.0
1714237340918.378,100.0,17.8,100.0
1714237341919.6055,100.0,23.4,100.0
1714237342921.043,66.3,16.2,66.3
1714237343922.3406,0.0,0.0,0.0
1714237344923.6274,6.0,0.0,6.0
1714237345925.0159,100.0,16.5,100.0
1714237346926.4585,100.0,16.3,100.0
1714237347927.617,100.0,22.9,100.0
1714237348928.3503,100.0,21.2,100.0
1714237349929.7727,94.1,17.0,94.1
1714237350931.0408,2.0,1.0,2.0
1714237351932.3223,3.0,3.9,3.0
1714237352933.607,85.9,14.0,85.9
1714237353934.949,100.0,28.0,100.0
1714237354935.6184,100.0,16.5,100.0
1714237355936.9204,100.0,23.2,100.0
1714237356938.3713,100.0,26.7,100.0
1714237357939.7446,14.1,3.0,14.1
1714237358941.0627,1.0,0.0,1.0
1714237359941.4307,70.0,12.5,70.0
1714237360942.91,100.0,19.4,100.0
1714237361943.6177,100.0,19.6,100.0
1714237362945.0793,100.0,21.4,100.0
1714237363946.5469,100.0,24.3,100.0
1714237364948.0085,30.3,4.1,30.3
1714237365949.3025,1.0,0.0,1.0
1714237366950.5957,1.0,0.0,1.0
1714237367951.6042,0.0,1.0,0.0
1714237368952.8916,1.0,0.0,1.0
1714237369954.1895,1.0,1.0,1.0
1714237370955.4817,0.0,0.0,0.0
1714237371956.8127,0.0,0.0,0.0
1714237372958.1072,0.0,1.0,0.0
1714237373959.3816,0.0,0.0,0.0
1714237374960.7014,0.0,1.0,0.0
1714237375961.9824,0.0,0.0,0.0
1714237376963.2493,1.0,0.0,1.0
1714237377964.5186,0.0,0.0,0.0
1714237378965.8074,0.0,0.0,0.0
1714237379967.0847,0.0,1.0,0.0
1714237380968.379,0.0,0.0,0.0
1714237381969.6628,2.0,1.0,2.0
1714237382970.9534,1.0,0.0,1.0
1714237383972.2173,0.0,1.0,0.0
