time,CPU0,CPU1,CPU_total
1714238322825.0476,68.3,11.7,68.3
1714238323826.377,67.8,18.3,67.8
1714238324827.6353,68.0,22.2,68.0
1714238325829.0881,68.3,10.9,68.3
1714238326830.407,32.5,11.9,32.5
1714238327831.722,1.0,0.0,1.0
1714238328833.0342,64.4,22.6,64.4
1714238329834.3748,71.9,18.5,71.9
1714238330835.6838,71.9,15.1,71.9
1714238331837.1145,71.7,20.7,71.7
1714238332838.5374,71.4,13.6,71.4
1714238333839.6143,16.0,1.0,16.0
1714238334840.944,4.9,1.0,4.9
1714238335842.3335,73.5,7.8,73.5
1714238336843.6165,73.7,21.9,73.7
1714238337845.041,73.0,12.6,73.0
1714238338846.432,72.8,8.7,72.8
1714238339847.611,70.4,21.3,70.4
1714238340848.8801,0.0,0.0,0.0
1714238341850.176,25.7,3.1,25.7
1714238342851.5222,78.7,21.2,78.7
1714238343852.9775,78.0,20.4,78.0
1714238344854.427,78.7,14.6,78.7
1714238345855.6025,77.7,18.6,77.7
1714238346857.0107,62.0,10.3,62.0
1714238347858.3118,0.0,2.0,0.0
1714238348859.632,42.3,7.9,42.3
1714238349861.0217,84.7,24.6,84.7
1714238350862.391,83.3,4.4,83.3
1714238351863.667,84.0,25.9,84.0
1714238352865.0608,84.0,18.7,84.0
1714238353866.4907,50.0,14.2,50.0
1714238354867.791,0.0,0.0,0.0
1714238355869.0642,58.8,7.4,58.8
1714238356870.5498,84.0,14.7,84.0
1714238357871.6187,84.9,17.3,84.9
1714238358873.0754,85.3,15.6,85.3
1714238359874.4822,84.7,23.1,84.7
1714238360875.8975,32.4,7.9,32.4
1714238361877.1604,0.0,1.0,0.0
1714238362878.4304,84.5,5.4,84.5
1714238363879.6448,99.0,8.7,99.0
1714238364881.0073,97.1,17.3,97.1
1714238365882.3599,98.0,14.3,98.0
1714238366883.6157,98.0,18.3,98.0
1714238367885.0596,13.0,3.0,13.0
1714238368886.4077,8.0,0.0,8.0
1714238369887.6558,100.0,9.8,100.0
1714238370889.1138,100.0,7.8,100.0
1714238371890.4639,100.0,16.3,100.0
1714238372891.857,100.0,16.2,100.0
1714238373893.3042,92.9,17.0,92.9
1714238374894.5854,2.0,1.0,2.0
1714238375895.6677,29.0,5.9,29.0
1714238376897.0908,100.0,15.5,100.0
1714238377898.5327,100.0,11.6,100.0
1714238378899.601,100.0,18.4,100.0
1714238379901.1018,100.0,20.0,100.0
1714238380902.4937,72.0,10.2,72.0
1714238381903.6184,2.0,1.0,2.0
1714238382904.9263,47.0,4.2,47.0
1714238383906.341,100.0,13.5,100.0
1714238384907.63,100.0,17.8,100.0
1714238385909.0999,100.0,12.6,100.0
1714238386910.5461,100.0,16.2,100.0
1714238387911.942,53.0,6.3,53.0
1714238388913.2302,0.0,1.0,0.0
1714238389914.55,68.6,11.8,68.6
1714238390916.0525,100.0,13.3,100.0
1714238391917.5298,100.0,15.8,100.0
1714238392919.0042,100.0,12.4,100.0
1714238393919.622,100.0,17.1,100.0
1714238394921.0154,34.0,5.9,34.0
1714238395922.2913,1.0,0.0,1.0
1714238396923.6992,87.9,19.6,87.9
1714238397925.1726,100.0,17.0,100.0
1714238398926.6116,100.0,13.3,100.0
1714238399927.6772,100.0,15.0,100.0
1714238400929.1343,100.0,11.5,100.0
1714238401930.5747,13.9,3.0,13.9
1714238402931.6458,8.9,2.0,8.9
1714238403933.088,100.0,15.3,100.0
1714238404934.5225,100.0,21.5,100.0
1714238405935.6055,100.0,13.3,100.0
1714238406936.306,100.0,17.6,100.0
1714238407937.6804,92.0,6.6,92.0
1714238408938.984,0.0,1.0,0.0
1714238409939.6387,28.3,4.1,28.3
1714238410941.1292,100.0,9.6,100.0
1714238411942.5217,100.0,18.3,100.0
1714238412943.9155,100.0,16.5,100.0
1714238413945.383,100.0,16.3,100.0
1714238414946.8643,72.0,19.6,72.0
1714238415948.1445,0.0,0.0,0.0
1714238416949.5054,49.5,2.2,49.5
1714238417950.9368,100.0,20.2,100.0
1714238418951.6514,100.0,16.7,100.0
1714238419953.1882,100.0,18.2,100.0
1714238420954.5652,100.0,19.0,100.0
1714238421956.0896,50.0,13.6,50.0
1714238422957.4119,0.0,0.0,0.0
1714238423958.751,71.0,7.3,71.0
1714238424959.7014,100.0,12.9,100.0
1714238425961.2102,100.0,13.9,100.0
1714238426962.615,100.0,17.3,100.0
1714238427963.618,100.0,12.1,100.0
1714238428965.1018,30.0,2.0,30.0
1714238429966.3823,0.0,1.0,0.0
1714238430967.6104,90.1,9.7,90.1
1714238431969.075,100.0,19.8,100.0
1714238432970.5269,100.0,18.6,100.0
1714238433971.6067,100.0,12.9,100.0
1714238434973.015,100.0,14.4,100.0
1714238435974.407,10.1,2.0,10.1
1714238436975.6553,10.9,1.0,10.9
1714238437977.1265,100.0,16.3,100.0
1714238438978.6602,100.0,14.7,100.0
1714238439979.626,100.0,13.0,100.0
1714238440981.098,100.0,9.3,100.0
1714238441982.5889,90.1,20.7,90.1
1714238442983.9172,1.0,0.0,1.0
1714238443985.2168,1.0,1.0,1.0
1714238444986.4985,1.0,1.0,1.0
1714238445987.7932,0.0,0.0,0.0
1714238446989.0854,0.0,0.0,0.0
1714238447990.3567,0.0,1.0,0.0
1714238448991.667,0.0,0.0,0.0
1714238449992.9639,0.0,2.0,0.0
1714238450994.3125,0.0,0.0,0.0
1714238451995.6187,1.0,0.0,1.0
1714238452996.9146,0.0,1.0,0.0
1714238453998.226,0.0,1.0,0.0
1714238454998.6726,0.0,0.0,0.0
1714238455999.6208,0.0,1.0,0.0
1714238457000.9333,0.0,0.0,0.0
1714238458002.1895,1.0,0.0,1.0
1714238459003.4524,0.0,0.0,0.0
1714238460004.755,1.0,0.0,1.0
1714238461006.024,1.0,0.0,1.0
1714238462007.2844,1.0,0.0,1.0
1714238463007.6099,0.0,1.0,0.0
1714238464008.8816,2.0,1.0,2.0
