time,CPU0,CPU1,CPU_total
1714237564029.223,1.0,0.0,1.0
1714237565030.2522,0.0,0.0,0.0
1714237566030.6863,1.0,0.0,1.0
1714237567032.008,0.0,1.0,0.0
1714237568033.3198,0.0,0.0,0.0
1714237569034.5974,0.0,1.0,0.0
1714237570035.9043,0.0,0.0,0.0
1714237571037.1821,0.0,1.0,0.0
1714237572038.4612,0.0,1.0,0.0
1714237573039.7664,1.0,0.0,1.0
1714237574041.0693,0.0,1.0,0.0
1714237575042.3796,2.0,0.0,2.0
1714237576043.6125,1.0,0.0,1.0
1714237577044.7373,1.0,1.0,1.0
1714237578046.0784,1.0,0.0,1.0
1714237579047.3716,0.0,0.0,0.0
1714237580048.6882,1.0,0.0,1.0
1714237581049.9739,0.0,0.0,0.0
1714237582051.2556,0.0,1.0,0.0
1714237583052.551,2.0,2.0,2.0
1714237584053.832,0.0,1.0,0.0
