time,CPU0,CPU1,CPU_total
1714237388798.7795,0.0,0.0,0.0
1714237389799.9702,3.0,0.0,3.0
1714237390801.262,0.0,2.0,0.0
1714237391802.5503,1.0,2.0,1.0
1714237392803.889,1.0,0.0,1.0
1714237393805.2173,1.0,1.0,1.0
1714237394806.4836,4.1,1.0,4.1
1714237395807.7698,6.2,1.0,6.2
1714237396809.0767,5.2,1.0,5.2
1714237397810.3806,6.2,1.0,6.2
1714237398811.6265,3.2,1.0,3.2
1714237399812.9563,0.0,0.0,0.0
1714237400814.2358,0.0,1.0,0.0
1714237401815.5215,30.3,11.9,30.3
1714237402816.868,32.0,7.8,32.0
1714237403818.1465,30.0,6.9,30.0
1714237404819.4575,32.5,7.8,32.5
1714237405820.7986,33.9,9.5,33.9
1714237406822.0842,3.0,0.0,3.0
1714237407823.4,9.3,2.0,9.3
1714237408824.8386,48.0,10.3,48.0
1714237409826.1055,48.7,8.7,48.7
1714237410827.4087,47.7,15.2,47.7
1714237411828.9111,49.4,12.0,49.4
1714237412830.1821,46.3,12.8,46.3
1714237413831.492,0.0,0.0,0.0
1714237414832.583,22.2,6.7,22.2
1714237415833.963,54.1,10.4,54.1
1714237416835.2163,56.0,21.7,56.0
1714237417835.646,56.6,17.5,56.6
1714237418836.9778,55.3,16.7,55.3
1714237419838.284,44.4,7.7,44.4
1714237420839.5981,1.0,1.0,1.0
1714237421840.8713,36.6,6.8,36.6
1714237422842.1404,60.0,20.2,60.0
1714237423843.4524,59.8,21.4,59.8
1714237424844.3694,60.0,15.6,60.0
1714237425845.2659,59.9,25.8,59.9
1714237426846.5522,38.8,12.8,38.8
1714237427847.6152,0.0,0.0,0.0
1714237428848.8943,46.3,9.7,46.3
1714237429850.195,63.1,21.2,63.1
1714237430851.5225,63.1,21.7,63.1
1714237431853.0813,62.8,24.1,62.8
1714237432854.3743,63.3,22.4,63.3
1714237433855.6484,30.0,9.4,30.0
1714237434856.9163,0.0,0.0,0.0
1714237435858.1794,57.9,13.2,57.9
1714237436859.4412,66.7,28.9,66.7
1714237437860.8657,67.1,21.7,67.1
1714237438862.1553,66.2,26.2,66.2
1714237439863.4807,67.3,16.5,67.3
1714237440864.8523,17.4,5.8,17.4
1714237441866.135,1.0,2.0,1.0
1714237442867.4023,69.0,22.0,69.0
1714237443868.8613,67.8,24.1,67.8
1714237444870.2346,68.2,21.8,68.2
1714237445871.531,68.3,19.6,68.3
1714237446873.0156,67.6,21.1,67.6
1714237447874.3137,1.0,2.0,1.0
1714237448875.6384,20.4,4.9,20.4
1714237449877.0325,73.5,20.5,73.5
1714237450878.4495,73.5,21.2,73.5
1714237451879.6538,72.8,27.6,72.8
1714237452880.9932,73.7,17.6,73.7
1714237453882.3425,61.1,23.5,61.1
1714237454883.6184,1.0,0.0,1.0
1714237455884.9011,38.3,13.2,38.3
1714237456886.2395,76.9,30.2,76.9
1714237457887.537,75.8,28.1,75.8
1714237458888.975,75.2,24.1,75.2
1714237459890.4368,76.2,19.0,76.2
1714237460891.7134,49.6,15.9,49.6
1714237461893.0042,0.0,2.0,0.0
1714237462894.2822,55.3,19.5,55.3
1714237463895.538,82.0,21.6,82.0
1714237464896.988,80.6,21.4,80.6
1714237465898.394,81.3,23.7,81.3
1714237466899.6262,82.0,23.2,82.0
1714237467901.0684,35.8,9.6,35.8
1714237468902.3538,0.0,1.0,0.0
1714237469903.6514,73.9,23.0,73.9
1714237470905.0146,88.6,26.1,88.6
1714237471906.4363,88.4,20.2,88.4
1714237472907.6277,88.6,27.6,88.6
1714237473909.0085,88.5,23.4,88.5
1714237474910.2173,17.6,4.0,17.6
1714237475911.5847,4.0,3.0,4.0
1714237476913.034,92.6,26.8,92.6
1714237477914.461,92.5,26.8,92.5
1714237478915.603,92.7,25.9,92.7
1714237479917.0159,93.5,23.1,93.5
1714237480918.415,88.9,17.6,88.9
1714237481919.611,2.0,0.0,2.0
1714237482920.9238,24.8,5.0,24.8
1714237483922.3267,98.0,15.2,98.0
1714237484923.6055,98.0,14.3,98.0
1714237485925.0557,98.1,22.7,98.1
1714237486926.522,98.0,29.7,98.0
1714237487928.0073,75.2,20.7,75.2
1714237488929.2847,0.0,0.0,0.0
1714237489930.601,45.1,7.8,45.1
1714237490931.6587,100.0,24.8,100.0
1714237491933.1396,100.0,22.1,100.0
1714237492934.5808,100.0,18.3,100.0
1714237493935.5986,100.0,24.3,100.0
1714237494937.0327,56.4,14.7,56.4
1714237495938.329,1.0,0.0,1.0
1714237496939.6482,65.0,13.0,65.0
1714237497940.715,100.0,21.5,100.0
1714237498942.122,100.0,28.2,100.0
1714237499943.6167,100.0,26.5,100.0
1714237500945.0098,100.0,22.4,100.0
1714237501946.3384,36.0,8.8,36.0
1714237502947.6394,2.0,0.0,2.0
1714237503948.904,85.9,18.0,85.9
1714237504950.3289,100.0,22.3,100.0
1714237505951.655,100.0,25.9,100.0
1714237506953.0466,100.0,24.0,100.0
1714237507954.5005,100.0,22.6,100.0
1714237508955.9536,15.0,4.0,15.0
1714237509957.261,8.9,1.0,8.9
1714237510958.7336,100.0,27.3,100.0
1714237511959.6272,100.0,19.2,100.0
1714237512961.0483,100.0,24.8,100.0
1714237513962.5222,100.0,27.9,100.0
1714237514963.6172,93.0,25.0,93.0
1714237515964.8887,0.0,1.0,0.0
1714237516966.27,27.0,6.1,27.0
1714237517967.7534,100.0,17.5,100.0
1714237518969.1665,100.0,25.0,100.0
1714237519970.6472,100.0,22.3,100.0
1714237520971.6213,100.0,22.1,100.0
1714237521973.1218,73.7,17.5,73.7
1714237522974.4272,1.0,1.0,1.0
1714237523975.6135,47.0,6.9,47.0
1714237524976.9624,100.0,25.4,100.0
1714237525978.3247,100.0,17.1,100.0
1714237526979.6245,100.0,22.3,100.0
1714237527980.989,100.0,26.9,100.0
1714237528982.3198,53.0,12.4,53.0
1714237529983.59,0.0,1.0,0.0
1714237530984.8857,66.0,21.0,66.0
1714237531986.4849,100.0,27.9,100.0
1714237532987.6587,100.0,21.6,100.0
1714237533989.0916,100.0,27.6,100.0
1714237534990.5676,100.0,25.5,100.0
1714237535991.9722,33.3,13.3,33.3
1714237536993.256,1.0,0.0,1.0
1714237537994.5154,87.0,17.1,87.0
1714237538995.6138,100.0,23.9,100.0
1714237539996.9802,100.0,26.1,100.0
1714237540998.4065,100.0,17.1,100.0
1714237541999.6143,100.0,21.8,100.0
1714237543001.025,13.9,3.9,13.9
1714237544002.2808,9.9,1.0,9.9
1714237545003.6445,100.0,17.2,100.0
1714237546005.0398,100.0,20.2,100.0
1714237547006.4954,100.0,29.3,100.0
1714237548007.6577,100.0,26.8,100.0
1714237549009.0757,92.9,21.5,92.9
1714237550010.3567,0.0,0.0,0.0
1714237551011.6118,28.7,5.9,28.7
1714237552013.0315,100.0,18.6,100.0
1714237553013.7793,100.0,24.3,100.0
1714237554015.1997,100.0,20.0,100.0
1714237555016.695,100.0,23.4,100.0
1714237556018.1367,72.3,15.2,72.3
1714237557019.443,0.0,1.0,0.0
1714237558020.785,48.0,10.2,48.0
1714237559022.3127,100.0,18.1,100.0
1714237560023.6147,100.0,22.8,100.0
1714237561025.1277,100.0,19.4,100.0
1714237562026.5537,100.0,28.0,100.0
1714237563027.9485,52.0,13.7,52.0
