time,CPU0,CPU1,CPU_total
1714239642245.822,0.0,0.0,0.0
1714239643247.006,1.0,1.0,2.0
1714239644248.2908,0.0,1.0,1.0
1714239645249.5764,1.0,0.0,1.0
1714239646250.8533,1.0,2.0,3.0
1714239647252.158,6.9,0.0,6.9
1714239648253.4282,7.8,6.9,14.7
1714239649254.7012,10.6,2.0,12.6
1714239650255.6104,11.4,5.8,17.2
1714239651256.9436,7.1,4.0,11.1
1714239652258.2117,5.0,4.0,9.0
1714239653259.4841,0.0,1.0,1.0
1714239654260.7942,8.6,21.7,30.299999999999997
1714239655262.0698,28.2,16.2,44.4
1714239656263.3203,36.3,9.5,45.8
1714239657264.6729,33.3,12.8,46.099999999999994
1714239658265.9468,32.3,7.7,40.0
1714239659267.2153,11.9,0.0,11.9
1714239660267.6084,0.0,2.0,2.0
1714239661268.8762,27.3,29.6,56.900000000000006
1714239662270.1252,5.9,47.0,52.9
1714239663271.4329,31.5,31.3,62.8
1714239664272.8677,18.4,42.3,60.699999999999996
1714239665274.112,36.1,26.8,62.900000000000006
1714239666275.3757,5.8,2.0,7.8
1714239667276.6943,4.9,2.0,6.9
1714239668277.9907,34.6,42.9,77.5
1714239669279.2686,17.1,54.0,71.1
1714239670279.64,11.3,56.6,67.9
1714239671280.9973,13.8,55.5,69.3
1714239672282.277,53.1,10.5,63.6
1714239673283.5337,2.0,0.0,2.0
1714239674284.8313,20.0,3.0,23.0
1714239675286.1162,60.1,14.8,74.9
1714239676287.4016,30.3,51.3,81.6
1714239677288.7512,46.2,34.4,80.6
1714239678290.0166,47.6,33.1,80.7
1714239679291.3057,6.9,51.0,57.9
1714239680292.5732,1.0,0.0,1.0
1714239681293.8582,34.7,6.8,41.5
1714239682295.2383,33.6,53.1,86.7
1714239683295.6135,48.6,40.0,88.6
1714239684297.0493,16.5,60.4,76.9
1714239685298.396,9.6,62.7,72.3
1714239686299.681,7.8,43.2,51.0
1714239687300.975,1.0,1.0,2.0
1714239688302.2424,11.7,43.1,54.8
1714239689303.5469,13.9,65.2,79.10000000000001
1714239690304.9802,48.5,37.7,86.2
1714239691306.2473,19.1,64.3,83.4
1714239692307.5225,25.9,57.7,83.6
1714239693308.903,32.8,5.8,38.599999999999994
1714239694310.2148,0.0,0.0,0.0
1714239695311.4822,60.4,10.7,71.1
1714239696312.9612,53.6,40.5,94.1
1714239697314.4143,19.8,67.8,87.6
1714239698315.6377,41.0,50.0,91.0
1714239699317.1653,21.1,68.1,89.19999999999999
1714239700318.5151,3.0,16.7,19.7
1714239701319.7878,2.0,1.0,3.0
1714239702321.166,57.1,35.5,92.6
1714239703322.6614,10.9,71.4,82.30000000000001
1714239704323.6716,14.4,72.5,86.9
1714239705325.0825,13.0,70.6,83.6
1714239706326.422,16.0,71.1,87.1
1714239707327.7327,0.0,1.0,1.0
1714239708328.7854,3.0,18.9,21.9
1714239709330.243,19.6,74.4,94.0
1714239710331.5566,42.5,55.7,98.2
1714239711333.0352,76.5,16.7,93.2
1714239712334.4348,57.6,40.2,97.80000000000001
1714239713335.6047,53.0,25.0,78.0
1714239714336.9028,0.0,0.0,0.0
1714239715338.158,9.6,37.6,47.2
1714239716339.453,34.2,67.5,101.7
1714239717340.885,78.3,20.2,98.5
1714239718342.2908,76.7,17.6,94.30000000000001
1714239719343.6418,74.8,21.6,96.4
1714239720345.0146,43.0,17.8,60.8
1714239721346.3008,1.0,0.0,1.0
1714239722347.6125,11.0,56.4,67.4
1714239723349.083,84.2,21.5,105.7
1714239724350.4573,82.4,18.4,100.80000000000001
1714239725351.6182,65.2,39.4,104.6
1714239726353.0405,78.6,30.6,109.19999999999999
1714239727354.4072,34.6,7.8,42.4
1714239728355.6038,0.0,1.0,1.0
1714239729356.8757,37.6,50.9,88.5
1714239730358.283,27.1,82.6,109.69999999999999
1714239731359.6372,38.1,75.7,113.80000000000001
1714239732361.021,42.3,68.5,110.8
1714239733362.2297,21.4,85.3,106.69999999999999
1714239734363.606,12.7,9.0,21.7
1714239735364.9075,0.0,2.0,2.0
1714239736366.2148,20.2,100.0,120.2
1714239737367.6274,18.6,99.0,117.6
1714239738369.0618,24.5,98.0,122.5
1714239739370.5117,34.7,82.5,117.2
1714239740371.6123,21.8,99.0,120.8
1714239741372.4282,1.0,2.0,3.0
1714239742373.704,7.8,20.0,27.8
1714239743375.2031,54.9,66.3,121.19999999999999
1714239744375.6438,100.0,20.6,120.6
1714239745377.1367,66.7,55.6,122.30000000000001
1714239746378.6387,33.7,90.0,123.7
1714239747379.6226,24.8,79.8,104.6
1714239748380.933,0.0,0.0,0.0
1714239749382.2107,6.9,40.6,47.5
1714239750383.6074,76.2,49.5,125.7
1714239751385.0378,100.0,25.8,125.8
1714239752386.5205,100.0,29.4,129.4
1714239753387.6008,100.0,25.5,125.5
1714239754389.0413,59.6,21.5,81.1
1714239755390.334,0.0,0.0,0.0
1714239756391.6177,61.4,12.2,73.6
1714239757393.0608,100.0,26.0,126.0
1714239758394.4888,100.0,23.5,123.5
1714239759395.6106,100.0,26.0,126.0
1714239760397.0796,100.0,23.5,123.5
1714239761398.4766,41.2,12.6,53.800000000000004
1714239762399.772,0.0,0.0,0.0
1714239763400.6538,81.2,16.2,97.4
1714239764402.1,29.4,94.1,123.5
1714239765403.5935,23.8,100.0,123.8
1714239766404.973,87.0,33.3,120.3
1714239767406.4355,100.0,22.8,122.8
1714239768407.882,6.0,19.2,25.2
1714239769409.2703,1.0,1.0,2.0
1714239770410.683,100.0,14.6,114.6
1714239771411.624,33.7,90.1,123.8
1714239772412.9844,29.8,100.0,129.8
1714239773414.3948,27.2,100.0,127.2
1714239774415.6194,43.1,81.4,124.5
1714239775416.9783,0.0,1.0,1.0
1714239776418.2583,21.8,2.0,23.8
1714239777419.6138,100.0,17.2,117.2
1714239778421.096,100.0,17.3,117.3
1714239779422.5881,100.0,19.2,119.2
1714239780424.095,100.0,18.0,118.0
1714239781425.546,30.9,64.6,95.5
1714239782426.8467,1.0,0.0,1.0
1714239783427.6145,41.4,7.1,48.5
1714239784429.0562,100.0,19.6,119.6
1714239785430.505,83.2,37.4,120.6
1714239786431.6492,20.2,100.0,120.2
1714239787433.0225,49.5,76.8,126.3
1714239788434.4407,15.8,59.4,75.2
1714239789435.7727,1.0,1.0,2.0
1714239790437.0745,18.2,61.0,79.2
1714239791438.5618,30.0,100.0,130.0
1714239792440.0017,34.0,100.0,134.0
1714239793441.4832,27.6,100.0,127.6
1714239794442.904,66.0,60.2,126.2
1714239795443.9038,18.0,32.3,50.3
1714239796444.584,0.0,1.0,1.0
1714239797445.1465,18.8,81.8,100.6
1714239798446.562,26.0,100.0,126.0
1714239799447.612,30.0,100.0,130.0
1714239800449.112,97.0,15.8,112.8
1714239801450.4402,100.0,18.0,118.0
1714239802451.6204,17.0,4.1,21.1
1714239803452.9329,1.0,1.0,2.0
1714239804454.3757,100.0,21.6,121.6
1714239805455.6326,100.0,26.2,126.2
1714239806457.0222,79.2,44.7,123.9
1714239807458.4958,100.0,21.6,121.6
1714239808459.616,99.0,20.4,119.4
1714239809460.9556,1.0,2.0,3.0
1714239810462.306,3.1,19.2,22.3
1714239811463.6174,27.6,100.0,127.6
1714239812465.0786,24.2,100.0,124.2
1714239813466.5242,29.7,100.0,129.7
1714239814467.6462,29.0,100.0,129.0
1714239815469.1184,22.2,79.8,102.0
1714239816470.4158,2.0,2.0,4.0
1714239817471.714,0.0,1.0,1.0
1714239818473.0437,1.0,0.0,1.0
1714239819474.3608,1.0,1.0,2.0
1714239820475.6519,0.0,0.0,0.0
1714239821476.9587,0.0,0.0,0.0
1714239822478.26,0.0,0.0,0.0
1714239823479.5918,0.0,0.0,0.0
1714239824480.9094,0.0,2.0,2.0
1714239825482.1743,1.0,0.0,1.0
1714239826483.4932,0.0,0.0,0.0
1714239827483.8662,0.0,0.0,0.0
1714239828485.184,0.0,0.0,0.0
1714239829486.5227,0.0,0.0,0.0
1714239830487.8801,0.0,0.0,0.0
1714239831489.2065,0.0,1.0,1.0
1714239832490.6094,0.0,1.0,1.0
1714239833491.9248,1.0,0.0,1.0
1714239834493.198,0.0,0.0,0.0
1714239835494.5159,1.0,0.0,1.0
1714239836495.619,0.0,1.0,1.0
1714239837496.954,0.0,0.0,0.0
