Total number of intervals = 120
Timestamp start: 1715924334859
Timestamp end: 1715925535637

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      402.8   315.4    68.9   126.8   145.0   308.2   439.7   535.3   614.1   697.5   799.4   951.3  1244.9  1964.0  8140.4  33986.1    34058
read      414.0   446.2    63.8   129.5   148.4   269.8   346.0   404.0   459.9   565.4   948.6  1513.4  2018.3  2546.0 10269.1  75529.4    75648
read      366.3   379.0    63.8   128.5   147.4   325.5   422.1   481.6   520.9   561.7   608.5   674.8   823.7  3990.1 16841.1  19561.4    19482
read      346.2   434.0    74.4   130.0   149.2   318.1   395.8   439.8   468.3   498.6   534.1   584.9   697.8  4263.8 23019.4  15001.6    15054
read      413.8   452.4    63.8   129.5   148.3   269.7   345.7   404.6   461.6   570.2   955.5  1494.6  2013.1  2582.2 10350.9  75686.4    75754
read      317.3   450.1    80.4   155.8   183.0   288.7   323.2   342.5   357.4   374.0   399.2   442.1   819.4  7617.2 16126.2   5238.9     5187
read      360.7   384.3    74.4   131.4   151.5   332.2   419.6   468.9   501.3   535.5   575.2   630.1   747.0  3139.7 17395.9  17540.7    17656
read      746.0   757.7    80.4   198.9   225.5   429.6   625.1  1367.3  1485.3  1590.8  1697.4  1831.8  2669.8  6253.2 20715.9  96315.3    96343
read      408.5   398.3    68.9   126.7   143.6   288.8   404.5   498.2   593.9   718.8   875.7  1085.8  1489.0  2570.1 13827.6  36705.6    36665
read      574.9   642.4    68.9   146.3   172.5   346.7   485.4   605.0   735.7   994.5  1432.7  1998.0  2703.4  3486.4 16091.2  85267.7    85269
read      391.6   307.7    63.8   124.5   142.4   304.1   431.7   528.2   606.9   684.0   773.9   909.4  1124.0  1446.2  9589.1  31615.6    31525
read      407.3   415.4    63.8   126.2   143.8   269.3   352.0   417.7   480.7   604.2   986.1  1388.2  1792.9  2195.7 10090.6  61924.5    61798
read      334.3   368.3    68.9   131.2   151.4   312.2   378.5   414.5   438.0   463.2   494.5   539.6   647.2  4684.3 14860.3  12284.4    12253
read      387.6   461.4    63.8   127.3   146.1   324.4   440.7   520.1   574.1   628.3   688.5   778.6   958.1  4118.6 21012.8  25684.7    25710
read      432.7   495.0    63.8   130.2   150.2   277.9   358.9   420.8   479.7   601.1   982.3  1597.6  2177.1  2854.3 11390.3  79926.1    79937
read      326.5   442.4    74.4   147.3   171.9   304.9   346.9   370.6   387.4   405.1   429.4   467.8   628.8  6227.7 16591.0   7260.6     7271
read      624.9   693.1    68.9   157.4   187.6   367.7   525.4   665.1   858.0  1179.6  1594.7  2006.0  2805.3  3974.7 18786.1  86042.9    85861
read      765.4   784.3    74.4   209.6   234.0   436.8   634.5  1394.3  1507.6  1617.9  1719.7  1859.0  2723.2  7880.2 22457.9  91268.2    91467
read      469.9   559.5    68.9   136.5   157.6   294.8   376.0   432.5   483.9   584.9  1160.7  1811.2  2359.3  3223.5 13881.7  72238.7    72217
read      396.9   359.3    63.8   124.9   143.0   313.9   443.4   534.4   604.6   675.3   759.3   895.9  1125.1  2293.3 11261.2  31090.6    31080
read      417.9   470.9    63.8   129.4   148.5   270.7   347.2   406.1   463.2   576.5   948.2  1522.2  2052.6  2714.9 12223.8  77063.0    76878
read      553.5   630.8    63.8   142.7   168.0   342.6   469.5   580.5   691.5   891.5  1178.5  1993.9  2645.2  3348.6 16949.4  84347.3    84584
read      350.8   510.3    74.4   134.8   155.8   323.6   395.5   431.6   455.5   481.2   510.2   553.4   664.7  6881.0 29008.1  12488.6    12492
read      405.8   414.1    63.8   124.3   142.1   270.2   351.7   417.9   479.7   619.4  1028.7  1341.9  1687.0  2063.8 10206.8  57067.9    57106
read      730.4   756.5    63.8   183.9   216.4   414.2   596.5  1354.2  1478.7  1587.2  1692.9  1823.2  2653.7  6663.4 19579.5  96295.8    96245
read      336.1   429.6    80.4   141.5   163.5   299.6   345.1   370.6   389.5   411.6   443.6   524.2  1303.5  5614.1 16820.7   6731.3     6791
