Total number of intervals = 137Average QPS expected = 51478
Timestamp start: 1716049720770
Timestamp end: 1716050621320

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target    
read      362.9   170.5   160.7   209.4   223.8   329.8   396.5   436.0   466.4   503.2   548.4   614.9   739.0  1275.6  5948.4  74359.2    74116
read      420.9   261.0   148.8   217.8   232.2   417.1   497.1   530.7   552.1   577.9   608.0   650.8   783.9  2183.5 10425.3  19939.2    19948
read      388.3   198.2   148.8   209.8   224.5   341.8   436.3   496.7   534.3   573.0   614.9   668.4   771.9  1192.3  7949.5  44245.0    44213
read      422.3   305.6   160.7   217.0   231.9   420.1   499.0   531.6   552.5   578.0   608.1   651.0   747.8  2221.8 13090.2   7064.2    19454

Total QPS = 51612.4 (46451184 / 900.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 11473442942 bytes :   12.2 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.97%,49.75%,100.00%
ubuntu@client-measure-98fd:~/memcache-perf-dynamic$
