Total number of intervals = 90
Timestamp start: 1715964278895
Timestamp end: 1715965179451

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      321.9   402.0    80.4   144.7   170.1   306.8   348.6   371.1   388.0   406.3   431.3   469.2   581.8  5457.6 16539.6   7379.1     7434
read      341.8   266.5    63.8   128.7   147.2   302.2   382.0   429.5   464.0   504.6   556.4   637.7  1100.4  2405.6  8458.9  67143.3    67201
read      333.8   236.4    68.9   129.4   149.4   300.5   376.0   421.8   456.5   497.9   550.3   632.2   834.3  2131.0  8214.3  85845.4    85927
read      346.0   276.6    68.9   127.3   145.9   307.0   388.2   435.1   469.6   511.3   564.3   643.9  1092.1  2494.7  9877.9  63925.9    63953
read      434.4   849.5    74.4   126.8   145.2   305.5   404.2   473.9   530.6   621.4   790.9  1002.6  1734.3 11095.8 35675.5  31526.6    31595
read      378.8   386.6    68.9   132.3   153.3   313.5   395.1   446.3   485.5   534.6   601.6   738.3  1733.8  3598.3 11341.8  87878.0    87879
read      670.8  2429.3    74.4   138.7   165.3   307.8   358.5   388.5   410.9   438.4   482.4   844.2 10011.4 35144.9 49824.5   7272.7     7287
read      354.6   326.4    68.9   126.4   145.0   304.6   386.4   435.0   470.6   513.8   570.6   667.6  1461.9  3335.8  8617.1  62128.2    62295
read      736.6  2706.3    80.4   142.0   170.4   308.3   356.0   384.3   404.4   432.7   478.8  1173.5 11490.8 35129.0 44606.9   6595.4     6561
read      552.6  1546.4    74.4   127.7   147.0   330.5   447.9   530.8   600.8   680.3   776.4   939.0  6730.6 28390.3 38974.2  22502.0    22532
read      344.5   297.6    63.8   128.1   146.5   307.0   387.5   434.4   468.4   508.9   561.0   639.2  1010.4  2633.0  8522.1  60647.7    60653
read      355.7   352.1    68.9   127.4   145.9   308.5   391.6   441.0   476.9   520.5   575.3   662.4  1340.2  3263.0 11913.2  59155.3    59076
read      365.1   355.4    68.9   129.2   148.5   317.4   402.9   453.3   490.1   533.8   589.8   686.9  1310.0  3299.6 13540.3  60098.8    60154
read      511.7  1326.7    74.4   130.8   150.9   329.8   438.4   509.7   571.2   644.2   741.0   915.0  5330.5 19903.7 37100.4  22980.0    22964
read      762.1  2782.7    74.4   136.9   162.6   318.1   376.6   410.4   435.8   468.5   522.8  1424.6 11917.2 36877.0 48993.0   8110.1     8172
read      445.9   996.5    68.9   127.6   146.0   312.0   411.3   472.4   521.6   588.4   717.6   929.0  2056.7 13590.4 34877.5  27669.0    27652
read      397.8   647.0    68.9   127.3   145.9   314.1   400.4   455.9   497.3   547.2   619.7   854.6  1553.8  7759.5 30730.6  37612.4    37594
