#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,2762.5,3362.1,173.5,1411.9,1461.7,1600.1,3519.4,3676.4,3774.2,3865.5,3956.9,4048.2,24406.8,32321.6,46724.2,5007.4,5000
read,1999.8,2485.1,173.5,286.7,333.7,1600.6,1721.1,1845.5,3455.8,3606.3,3726.1,3920.1,11636.2,30060.5,37533.7,10005.8,10000
read,1468.0,1694.2,173.5,287.3,334.3,1528.3,1654.3,1737.3,1818.1,1942.9,3133.0,3634.5,4047.1,25931.4,34423.6,15080.0,15000
read,1217.6,1210.2,173.5,289.7,338.5,779.4,1596.6,1692.3,1764.0,1848.6,2002.4,2970.5,3665.7,18593.3,29506.2,20004.4,20000
read,1171.2,1293.1,173.5,292.8,343.1,744.9,1561.6,1672.7,1765.5,1866.9,2009.9,2627.0,4497.0,19238.3,34957.6,24907.0,25000
read,2723.6,4090.3,173.5,768.0,901.0,1158.4,1952.6,4647.2,4881.9,5023.7,5561.6,6258.0,30120.2,37636.2,47873.3,27778.8,30000
read,2843.7,4199.6,202.4,893.0,950.8,1154.2,2050.2,4796.7,4925.0,5053.3,5646.7,6387.3,30237.6,37892.4,48694.1,27842.8,35000
read,2957.8,4252.7,236.1,905.0,969.4,1219.8,2147.0,4832.2,4958.5,5084.8,5688.9,6499.4,29701.0,37757.6,50987.3,26940.8,40000
read,2915.9,4267.5,202.4,900.4,961.2,1176.8,2051.4,4796.0,4940.8,5085.7,5781.6,8940.6,29408.9,38238.6,52816.7,27246.0,45000
read,2966.7,4310.7,255.0,931.5,984.1,1213.4,2173.3,4837.0,4958.6,5080.3,5669.6,6407.9,30362.5,38543.3,55493.1,26959.8,50000
read,2942.9,4276.8,202.4,910.0,971.1,1211.9,2129.1,4826.8,4953.4,5080.0,5678.5,6777.8,30400.5,38502.1,52576.2,26993.4,55000
