#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,397.2,370.2,160.7,234.9,264.1,370.4,403.2,421.8,433.6,450.6,469.8,505.1,676.3,5879.0,10156.1,5020.4,5000
read,441.6,318.0,160.7,227.6,248.8,434.6,495.8,527.8,548.9,576.4,609.1,658.0,760.8,4032.5,13969.8,9962.8,10000
read,497.0,378.2,160.7,231.6,258.1,466.6,546.0,593.7,631.2,675.2,728.4,801.1,982.3,6605.3,12466.3,14939.8,15000
read,527.6,347.7,160.7,236.2,264.9,499.2,583.3,638.7,685.9,740.4,804.0,883.9,1034.7,4679.9,13262.5,19986.8,20000
read,550.7,299.7,173.5,237.8,265.6,522.1,618.8,679.0,727.1,786.7,858.6,959.8,1171.9,3632.2,10016.0,24992.0,25000
read,580.5,411.1,160.7,238.9,270.2,552.8,656.1,716.0,762.2,819.8,894.5,999.7,1179.4,5203.9,17617.5,29870.0,30000
read,591.5,375.0,160.7,241.5,270.9,539.8,664.9,740.8,797.3,860.5,941.8,1075.5,1429.9,4399.2,12502.0,34975.8,35000
read,598.4,365.3,160.7,243.0,272.8,551.6,687.3,764.1,817.3,876.2,949.8,1066.8,1339.5,3475.0,12075.0,40060.8,40000
read,617.4,402.9,160.7,249.7,284.3,570.7,705.5,782.5,836.1,897.7,976.9,1099.0,1403.2,2828.3,14863.5,45083.6,45000
read,1357.8,896.3,187.4,956.9,1018.8,1168.7,1239.8,1279.0,1366.5,1993.7,2180.4,2319.9,2539.7,15425.1,29826.6,48791.4,50000
read,1328.2,872.4,173.5,952.1,998.8,1141.7,1194.3,1253.5,1327.1,1997.4,2142.1,2276.1,2481.3,14507.1,30947.3,50399.8,55000
