#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,2727.3,3374.6,187.4,1402.2,1444.0,1596.4,3506.9,3660.6,3756.7,3852.0,3947.2,4042.5,25081.0,32250.6,42529.4,5049.2,5000
read,2043.3,2572.0,187.4,289.1,335.2,1603.5,1726.0,1874.9,3523.8,3636.5,3749.3,3935.5,12155.6,31860.2,38438.0,10016.0,10000
read,1507.4,1803.9,173.5,289.9,334.5,1528.7,1656.5,1741.6,1827.3,1983.8,3237.7,3666.8,4062.4,28773.1,32483.8,14940.6,15000
read,1233.1,1210.6,160.7,288.0,336.1,828.8,1595.3,1696.4,1773.1,1857.5,2028.3,3027.7,3755.4,18271.2,29505.5,20011.0,20000
read,1133.3,1186.4,160.7,289.9,338.3,728.0,1549.5,1646.8,1739.1,1838.0,1977.9,2552.5,3597.5,17606.5,32391.4,25086.6,25000
read,2833.7,4131.7,173.5,876.7,947.5,1171.8,2064.2,4797.8,4928.7,5059.5,5623.1,6360.7,29343.8,37742.7,49932.3,27422.0,30000
read,2837.4,4135.6,187.4,877.4,937.6,1160.7,2049.7,4802.7,4933.3,5063.9,5628.3,6269.4,29233.2,38282.2,49789.6,27832.0,35000
read,2826.4,4221.1,202.4,881.2,936.6,1144.0,1980.5,4768.6,4913.2,5057.8,5677.7,8779.7,30365.5,37881.2,47298.9,27937.2,40000
read,2903.2,4282.6,202.4,901.7,956.7,1168.7,2035.9,4793.6,4932.0,5070.4,5744.8,8920.9,30216.3,37785.8,47971.1,27427.6,45000
read,2987.6,4279.6,202.4,918.7,983.7,1233.2,2151.6,4826.7,4965.2,5103.6,5766.8,8967.1,29761.9,37821.8,52193.9,26616.5,50000
read,2997.3,4323.9,275.4,925.3,990.0,1242.2,2193.9,4844.3,4969.4,5094.6,5649.7,6440.3,30732.4,37350.2,50451.6,26676.6,55000
