#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,402.0,399.1,160.7,239.3,270.8,378.0,411.4,429.8,443.3,460.0,481.5,520.4,677.9,7776.9,15522.6,4962.8,5000
read,450.5,419.0,160.7,230.4,250.4,432.2,495.2,528.1,549.9,578.3,613.1,668.8,820.7,5987.4,13951.0,9989.8,10000
read,481.9,324.1,160.7,232.6,256.4,453.6,536.1,584.8,621.4,665.2,720.8,799.7,976.4,2841.6,12615.8,15136.4,15000
read,526.9,467.8,160.7,233.3,258.2,483.0,575.2,634.7,686.0,746.4,822.2,930.9,1170.7,4447.6,10159.4,19971.4,20000
read,550.3,330.3,160.7,233.2,262.5,527.6,620.3,678.0,724.3,781.2,851.8,944.2,1113.3,2311.5,12732.4,24984.0,25000
read,573.1,396.3,160.7,236.5,265.1,527.2,639.0,711.7,765.6,831.7,915.6,1040.3,1344.7,3923.2,17193.1,30073.4,30000
read,582.0,383.0,160.7,233.8,262.4,538.2,665.3,738.4,789.7,849.3,923.5,1039.1,1327.8,3777.3,15229.8,34906.4,35000
read,587.5,420.6,160.7,236.0,263.6,527.1,650.4,732.4,793.5,865.2,955.9,1099.4,1480.8,4668.0,14664.5,40153.6,40000
read,614.2,410.0,148.8,240.5,275.0,558.4,696.3,777.0,834.5,899.5,983.3,1120.3,1460.9,3990.4,13688.8,45054.2,45000
read,1259.9,852.0,160.7,535.3,805.0,1142.2,1210.5,1258.2,1303.0,1687.6,2114.4,2288.5,2515.7,13628.9,29249.4,49073.4,50000
read,1322.9,841.5,148.8,956.9,1001.0,1134.3,1183.6,1243.6,1308.3,1994.2,2133.2,2263.2,2475.4,13249.3,29461.4,50651.0,55000
