Total number of intervals = 90
Timestamp start: 1715941752815
Timestamp end: 1715942653421

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      293.3   371.4    80.4   143.5   165.6   277.5   310.9   329.5   343.1   360.8   383.3   422.3   550.9  5338.7 16140.3   7431.3     7434
read      330.4   226.0    68.9   127.0   145.2   300.0   376.8   421.6   454.3   493.0   542.4   619.1   829.7  2011.5  6858.1  67088.3    67201
read      338.7   229.6    68.9   130.5   150.2   303.7   381.0   427.9   463.7   506.4   563.5   652.9   863.1  1995.3  7094.2  85959.4    85927
read      332.4   228.4    68.9   125.6   143.4   298.8   377.0   423.2   457.1   497.5   548.2   628.6   897.1  2060.0  6165.6  63940.3    63953
read      433.1   848.9    68.9   124.2   143.3   308.0   401.8   466.4   517.4   590.0   757.0  1029.9  1894.7 10188.9 35964.7  31524.2    31595
read      370.8   365.5    68.9   130.7   151.7   312.8   394.3   444.4   483.3   532.2   598.2   724.4  1538.8  3959.6 10631.6  87769.0    87879
read      678.3  2527.5    74.4   141.7   171.5   316.9   369.3   399.3   422.7   451.5   495.2   792.4 10329.6 34885.8 56145.5   7273.9     7287
read      364.6   454.4    63.8   127.7   145.6   304.7   386.8   435.5   471.9   518.2   578.6   689.5  1557.6  4758.9 17614.2  62397.3    62295
read      664.2  2462.2    74.4   143.0   172.9   310.5   357.8   385.6   405.3   433.1   475.0   772.8  9981.9 35488.2 42417.2   6588.3     6561
read      609.1  1660.8    74.4   130.9   151.9   352.8   501.5   610.0   681.5   755.2   850.0  1009.7  7560.8 30364.9 38623.2  22510.2    22532
read      358.7   388.7    63.8   125.5   143.9   306.6   388.5   436.9   472.7   517.1   575.4   673.4  1481.3  3571.1 10938.4  60603.7    60653
read      340.9   337.4    68.9   126.5   144.4   302.2   381.0   427.0   460.8   501.2   553.0   634.3   988.1  2556.3 14685.9  59095.3    59076
read      344.5   324.3    63.8   124.6   142.4   301.4   381.8   429.3   464.5   506.6   562.0   647.4  1164.1  2744.3 11214.2  60181.8    60154
read      598.6  1640.4    68.9   129.7   150.4   341.7   483.8   593.7   675.2   756.9   857.5  1033.0  7153.4 30670.0 37859.2  23029.9    22964
read      678.3  2446.5    80.4   137.0   164.7   324.7   383.8   417.4   441.1   470.0   514.9   854.7 10024.1 32814.9 44823.5   8188.3     8172
read      617.4  1626.5    68.9   129.6   150.2   338.8   497.9   646.3   751.6   857.0   972.6  1166.2  6875.6 30504.2 37535.9  27688.9    27652
read      404.4   526.1    68.9   128.1   147.3   322.1   413.7   470.4   514.5   570.8   658.4   914.0  1581.5  6418.9 18539.3  37623.5    37594
read      557.4  1451.3    74.4   130.1   150.0   332.2   454.9   546.9   638.7   736.8   851.4  1031.7  6338.5 27898.0 38437.4  24367.5    24367
read      454.1   827.0    68.9   126.6   145.6   310.9   411.1   487.3   555.5   691.1   898.0  1113.6  1784.3 10419.4 33585.6  33736.6    33771
read      366.5   356.8    68.9   130.7   151.0   311.2   391.5   441.1   480.2   528.7   592.8   709.9  1494.6  3871.5 10308.4  84851.8    84944
read      364.3   340.6    68.9   130.3   150.4   309.1   389.3   439.4   478.5   527.2   592.2   713.8  1499.2  3328.9  9652.9  85691.5    85666
read      344.8   261.4    63.8   124.7   142.4   305.0   383.4   430.7   465.7   508.0   564.4   651.6  1218.4  2489.4  8010.3  51992.1    51918
read      412.2   668.3    68.9   126.7   145.3   313.8   400.2   459.7   505.8   568.0   688.7  1008.4  1602.9  8827.7 30022.9  34412.9    34406
read      541.9  1298.6    68.9   128.9   148.8   326.0   452.0   549.9   660.4   794.7   929.5  1121.2  4396.2 15059.6 36420.3  28644.4    28664
read      375.5   523.1    63.8   124.6   142.9   304.3   383.2   433.7   472.6   521.5   588.6   790.9  1490.5  6666.5 22021.4  38347.7    38289
read      592.8  1642.3    68.9   130.2   150.6   344.7   470.9   565.3   635.9   708.4   797.7   962.2  7704.7 28950.6 40055.0  20753.9    20658
read      674.3  2169.6    68.9   132.1   153.1   353.1   456.7   516.2   555.8   601.6   664.6   894.4  9901.5 32131.9 41145.9  13840.1    13840
read      395.7   486.1    68.9   135.5   158.5   328.7   412.3   464.2   504.3   555.2   629.3   769.4  1702.2  5749.5 15607.8  93298.0    93419
read      359.7   468.5    68.9   132.0   153.0   306.5   382.1   429.2   465.6   511.1   573.7   674.4  1075.3  6643.5 15762.2  98215.3    98284
read      358.8   457.9    68.9   127.1   145.2   300.9   381.7   430.5   466.8   510.6   569.0   663.4  1485.3  5135.6 15953.0  71369.1    71313
read      377.6   472.4    68.9   124.1   142.4   304.9   387.6   440.7   481.8   530.6   594.4   786.8  1568.6  6009.9 18625.7  42251.7    42089
read      383.8   567.7    68.9   123.5   141.8   305.1   387.2   439.7   480.7   531.5   600.5   801.5  1661.5  6580.8 28545.0  46445.9    46458
