Total number of intervals = 90
Timestamp start: 1715941752815
Timestamp end: 1715942653421

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      474.4   934.3    68.9   127.8   146.8   317.3   429.7   511.1   589.6   728.8   899.2  1096.8  1992.9 11879.4 32266.3  30743.9    30755
read      399.0   690.4    68.9   125.8   144.2   309.9   392.7   445.8   487.5   539.7   613.7   860.7  1705.9  8536.0 30700.1  42929.1    42889
read      367.9   566.4    68.9   130.9   151.8   307.4   385.2   433.0   469.9   516.6   579.7   684.0  1113.9  7370.2 29944.2  93531.4    93552
read      350.9   369.1    68.9   125.6   143.5   300.4   380.7   429.1   465.2   508.6   564.0   651.0  1383.5  4082.3 11059.2  65836.5    65694
read      504.1  1113.5    68.9   128.4   147.8   321.6   442.8   534.7   626.2   762.7   914.8  1109.5  2455.7 14294.7 35660.5  29577.2    29574
read      385.8   609.4    68.9   126.4   144.5   309.4   391.8   441.7   480.2   528.0   590.2   726.4  1730.7  7547.4 30423.8  51359.9    51355
read      360.9   421.3    68.9   128.6   146.9   307.0   390.5   440.5   477.8   523.1   581.0   678.0  1352.7  4363.7 13622.1  67343.1    67361
read      584.7  1673.1    74.4   133.6   154.7   359.5   468.4   536.7   584.3   636.3   706.5   866.1  7166.1 30339.0 37895.8  16317.1    16287
read      377.7   502.4    68.9   129.4   149.2   306.6   387.1   437.1   476.1   525.7   591.8   719.5  1784.1  6073.1 18126.8  81605.2    81508
read      380.7   657.7    68.9   129.5   149.8   305.0   383.1   432.7   470.6   519.1   584.1   697.4  1664.7  9486.6 31017.9  87527.3    87619
read      368.1   511.4    68.9   134.1   155.6   310.5   387.2   435.1   472.3   519.8   581.4   684.2  1156.4  6356.5 24832.4  99189.3    99068
read      358.5   400.1    68.9   124.1   141.9   301.6   383.3   433.7   471.9   519.1   578.6   680.3  1482.7  4974.0 12374.0  51229.5    51267
read      379.7   377.1    74.4   138.0   159.9   349.6   433.2   478.4   508.0   539.7   577.7   633.7   869.7  4000.6 15589.6  11823.8    11822
read      391.8   515.3    68.9   135.4   158.1   321.6   400.7   452.3   492.8   543.5   614.1   743.6  1724.8  6618.6 21127.0  97460.1    97494
read      384.4   663.6    68.9   135.0   157.1   314.7   392.6   440.9   478.5   526.6   590.3   698.3  1331.4  8558.8 31118.1  97280.5    97350
read      350.8   352.9    68.9   126.8   144.4   306.3   386.3   433.8   469.6   513.1   569.0   659.2  1184.0  3376.8 14076.8  55453.4    55460
read      361.3   461.4    63.8   129.8   149.5   303.5   380.9   429.6   467.0   513.5   575.5   678.0  1392.0  5424.5 14604.4  86063.6    85984
read      363.9   468.0    68.9   128.6   147.6   302.2   381.0   430.2   467.7   514.4   576.9   685.0  1566.5  5375.0 18258.3  82046.6    82043
read      351.9   374.8    68.9   123.7   141.4   300.5   380.8   429.0   465.7   509.3   565.6   657.1  1427.1  4122.0 12392.7  52855.3    52873
read      416.4   827.2    74.4   135.6   156.7   341.6   427.5   479.9   518.5   562.2   616.6   699.9  1375.5 11661.5 31964.9  13875.1    13911
read      351.8   344.2    68.9   124.9   142.6   304.3   386.0   435.8   472.5   517.1   572.4   661.1  1312.3  3414.0 11964.3  49918.6    49984
read      363.5   384.7    80.4   143.4   169.0   336.1   399.8   435.8   461.9   490.3   524.5   577.6   765.6  5234.6 11698.5   9294.2     9274
read      461.0   389.0    68.9   135.5   156.0   342.0   500.1   638.8   745.0   845.3   943.2  1076.4  1281.4  2834.0 11352.3  27109.9    27187
read      420.4   362.0    68.9   135.5   156.3   352.6   486.7   578.2   635.7   692.2   755.3   847.5  1020.0  3764.7 13764.9  18713.2    18735
read      379.1   467.4    68.9   129.9   150.2   310.4   391.2   440.7   479.7   528.8   597.2   734.9  1785.4  5314.1 17482.7  86548.1    86505
read      372.1   503.3    68.9   132.9   154.1   312.3   391.6   440.3   477.8   525.3   588.4   696.6  1399.3  5814.9 20469.8  93051.3    93039
read      361.5   455.9    68.9   128.2   146.7   303.7   384.9   433.9   470.6   516.3   578.2   684.9  1415.9  4821.6 14361.8  75931.3    75999
read      438.5   652.3    68.9   129.0   148.3   316.2   417.5   491.5   554.9   673.2   877.1  1100.3  1630.6  7111.9 30219.2  32264.9    32324
read      366.3   467.0    68.9   130.3   149.9   305.1   385.8   435.5   472.9   519.7   582.0   689.5  1498.4  5656.8 15722.6  84271.9    84255
read      369.3   467.5    68.9   129.5   149.5   308.9   389.9   440.0   477.9   524.7   586.3   692.2  1489.7  5829.5 15520.3  81733.6    81759
read      383.7   546.8    68.9   124.2   142.6   303.8   389.4   446.0   488.6   540.6   616.8   868.5  1496.4  6136.4 28245.8  37217.1    37291
read      348.0   391.4    68.9   125.0   143.1   305.5   385.2   432.8   467.8   509.9   563.2   641.8  1094.1  3834.9 12527.2  53843.7    53818
read      452.0   578.7    68.9   129.7   149.8   323.6   439.8   529.4   627.8   776.5   928.3  1103.7  1538.7  5815.9 27359.1  30271.2    30297
read      390.0   487.0    68.9   125.5   144.4   303.6   394.4   455.3   500.8   562.2   702.2   969.3  1367.0  5408.5 16054.2  31537.7    31569
read      348.7   284.7    68.9   123.6   142.0   296.1   376.4   428.1   466.3   510.6   571.1   702.2  1293.1  2612.2  9518.4  38770.4    38927
read      408.0   825.3    80.4   139.3   162.2   337.7   407.8   449.7   478.9   511.8   551.8   622.0  2333.4  6799.7 32377.4  10707.0    10652
read      341.7   254.4    63.8   132.9   153.7   302.2   377.1   423.9   459.5   503.2   560.2   649.7   927.3  2132.9  6816.9  98102.9    98119
read      358.2   349.0    68.9   128.1   146.4   305.5   386.9   436.7   474.4   520.1   576.8   680.3  1449.4  3069.4  9922.7  48218.8    48176
read      357.8   354.1    68.9   124.3   142.9   299.3   384.1   437.5   476.1   521.8   582.9   741.7  1269.6  4588.0 10337.8  34965.6    34929
read      330.6   242.4    63.8   124.7   143.3   297.6   375.1   420.7   454.2   493.7   543.4   619.2   854.7  2213.3  9435.5  69742.1    69735
read      463.9   790.6    74.4   133.2   154.2   355.8   487.7   578.7   641.1   708.6   790.3   911.4  1718.1  8256.9 33532.3  20675.4    20753
read      335.8   249.5    68.9   127.8   147.1   298.7   374.9   421.6   456.3   498.3   553.0   640.9   888.9  2163.1  8454.8  84545.9    84642
read      349.7   301.3    63.8   123.0   141.3   298.4   372.5   419.0   454.6   498.6   560.3   720.8  1358.7  2731.8  8033.4  42263.2    42333
read      323.0   192.8    63.8   125.0   143.2   299.1   373.3   416.5   448.2   485.0   531.9   599.6   758.6  1213.2  5470.1  61687.5    61587
read      322.3   201.0    68.9   126.9   145.1   293.0   369.2   414.3   447.6   487.1   537.0   611.8   774.3  1252.9  7166.0  77968.8    77998
read      323.1   207.3    63.8   128.8   148.8   292.1   364.0   408.2   443.0   484.5   537.8   617.5   785.1  1172.5  6805.4  97670.2    97625
read      466.5   722.5    68.9   132.7   153.4   341.7   484.0   597.0   680.1   766.5   864.8   995.5  1459.1  6408.5 31688.7  23791.0    23781
read      330.9   296.8    59.1   125.2   143.6   297.3   374.4   420.7   454.8   494.3   543.1   617.4   808.0  2312.9  9981.3  66733.6    66723
read      443.5   555.7    68.9   130.2   149.8   319.8   434.5   528.0   626.2   774.4   927.5  1097.8  1428.6  5779.6 27531.5  31195.7    31016
read      352.2   376.3    68.9   123.8   142.4   300.2   376.1   422.7   457.4   499.3   555.1   674.9  1427.0  3789.7 11420.8  47430.7    47394
read      324.2   226.2    63.8   125.9   145.8   292.7   365.1   409.7   444.0   485.4   539.1   624.1   804.5  1328.0  8511.0  95291.7    95335
read      417.3  1319.9    80.4   153.2   182.2   299.0   338.7   362.2   379.8   401.1   433.4   517.7  3720.8 30215.9 37450.0   5249.3     5252
read      328.2   218.2    68.9   126.2   144.2   297.8   375.0   421.0   454.4   493.4   541.5   612.6   801.3  1965.4  6322.2  65741.2    65908
read      445.8   706.4    74.4   136.7   158.1   364.3   477.8   549.3   597.0   647.0   707.9   803.9  1831.3  6918.5 35514.1  16929.5    16889
read      358.9   341.6    68.9   124.8   143.2   302.1   384.2   435.1   473.3   519.7   580.0   713.8  1396.6  3376.7  9586.4  42898.9    42912
read      324.2   202.6    68.9   129.4   149.5   293.2   365.4   410.1   444.8   486.6   540.5   621.5   786.2  1130.4  7633.5  99902.7    99898
read      445.8   434.2    68.9   133.4   154.0   342.5   483.6   591.0   677.8   768.2   874.7  1008.3  1263.9  4718.4 13541.3  26394.7    26385
read      400.4   323.2    68.9   131.2   152.3   353.9   466.8   536.5   584.8   635.1   693.6   783.3   972.5  3102.1 12722.7  22615.1    22616

