Total number of intervals = 180
Timestamp start: 1715944889571
Timestamp end: 1715945790262

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      372.8   453.8    68.9   125.6   144.0   311.5   392.2   443.0   482.8   530.8   592.3   738.2  1420.5  5794.9 11515.5  43010.4    42889
read      398.5   459.8    68.9   138.7   162.5   329.4   409.6   460.9   502.0   556.3   631.7   777.4  1736.8  5083.9 11056.3  93687.8    93552
read      368.1   366.9    68.9   130.5   150.1   318.3   403.5   454.7   492.7   538.3   595.6   690.8  1353.6  3815.6 10885.6  65439.6    65694
read      404.9   650.4    74.4   126.4   145.6   314.8   414.0   475.3   520.9   577.0   673.1   897.0  1391.8 10480.4 30987.7  29685.0    29574
read      383.6   445.9    68.9   128.8   148.2   322.6   409.4   461.9   500.9   546.4   608.4   732.6  1549.5  5505.1 17626.4  51301.0    51355
read      361.4   309.7    68.9   128.7   147.9   313.0   396.1   445.9   483.0   528.1   585.2   680.3  1356.4  3303.5 10079.4  67371.8    67361
read      482.5  1277.8    74.4   130.2   149.7   337.1   422.6   471.2   510.5   557.7   623.3   757.5  4822.5 17696.7 37383.6  16293.4    16287
read      399.7   562.4    74.4   134.8   156.7   326.8   408.2   459.9   501.1   552.9   625.0   755.8  1818.2  6728.1 25144.1  81527.8    81508
read      386.8   402.8    68.9   135.6   158.2   330.1   410.9   460.7   501.0   551.6   624.0   747.9  1546.3  4089.7 15086.2  87753.8    87619
read      412.0   454.5    74.4   143.0   169.0   344.9   426.5   475.6   516.3   570.9   649.8   804.4  1728.5  5753.4 14060.4  99201.8    99068
read      344.5   223.6    68.9   129.4   148.3   316.0   396.1   442.3   476.0   516.6   566.5   636.3   861.5  1710.9  7802.5  51350.4    51267
read      587.9  1934.6    68.9   133.5   155.9   338.8   416.2   459.4   490.8   527.8   576.9   692.1  8256.3 31696.4 38971.4  11860.6    11822
read      405.9   459.5    68.9   140.6   165.0   336.8   415.9   464.0   503.1   555.9   636.2   802.0  1826.9  4545.9 14411.5  97226.4    97494
read      341.0   207.9    68.9   134.7   156.2   308.7   383.6   429.4   464.4   507.4   564.7   648.2   837.7  1713.6  6666.4  97234.4    97350
read      342.2   216.7    68.9   129.7   148.9   315.9   396.1   442.3   475.3   515.6   564.2   632.7   804.5  1654.0  7801.6  55437.4    55460
read      341.6   222.1    68.9   132.2   152.7   308.9   385.3   432.5   468.0   511.8   568.7   650.1   835.0  1757.6  7346.2  86042.4    85984
read      342.1   239.3    68.9   131.7   152.2   307.9   385.1   431.8   467.7   511.5   568.9   652.5   845.6  2468.5  5536.1  82346.2    82043
read      337.0   223.9    68.9   126.8   145.6   310.0   390.4   436.9   470.5   508.7   556.5   627.0   799.4  1554.5  6780.6  52764.0    52873
read      573.2  1789.0    68.9   131.8   152.5   345.4   433.8   486.7   523.4   565.0   619.2   730.1  7745.8 31583.4 38071.3  13911.0    13911
read      350.6   266.1    68.9   127.9   146.4   311.6   391.8   437.6   471.8   514.8   568.3   657.0  1218.3  2377.6  6389.9  50083.6    49984
read      646.7  2263.5    74.4   138.6   164.3   336.2   402.2   439.8   465.4   497.8   541.6   681.5  9973.1 32273.1 40544.8   9371.8     9274
read      550.2  1521.6    74.4   129.1   149.2   326.1   447.2   527.6   602.2   714.3   853.9  1059.4  5496.8 27756.7 42996.7  27348.2    27187
read      563.9  1580.6    74.4   132.4   152.9   359.6   472.7   544.9   595.9   653.2   723.4   859.3  6807.3 30173.7 40080.0  18698.0    18735
read      388.8   369.6    68.9   136.7   158.6   328.6   408.4   458.4   499.0   550.6   623.8   754.0  1734.4  3471.1 10199.9  86376.6    86505
read      391.5   425.4    68.9   140.3   164.7   337.4   419.1   467.5   506.4   555.9   627.5   745.6  1365.3  4591.6 12582.3  92788.6    93039
read      379.1   454.6    68.9   133.9   154.5   321.6   405.3   456.6   495.6   543.0   605.1   709.2  1457.6  4715.7 15662.5  76034.2    75999
read      425.6   773.3    68.9   128.5   147.1   311.3   407.5   469.1   514.8   573.8   679.7   992.3  1816.4 11168.6 31586.9  32231.6    32324
read      384.7   403.2    74.4   137.7   159.9   330.2   412.0   462.0   501.1   549.7   617.8   728.5  1343.1  4553.1 11864.1  84428.8    84255
read      364.5   344.8    68.9   133.2   154.0   316.1   395.0   443.4   481.5   529.4   590.8   690.0  1342.6  3776.5  8951.2  81712.4    81759
read      390.7   490.5    74.4   127.8   146.5   314.0   402.4   459.9   502.5   554.5   629.8   882.8  1545.4  6065.5 21814.1  37175.8    37291
read      357.4   281.9    68.9   130.3   149.6   319.3   401.4   449.5   485.2   527.5   578.9   659.8  1140.9  2600.3  7558.6  53851.6    53818
read      460.5  1003.0    68.9   128.9   147.8   320.3   424.1   492.5   543.3   617.5   758.6  1001.2  2291.4 11628.0 35805.9  30130.0    30297
read      416.9   798.2    74.4   128.5   147.6   315.7   409.6   470.0   514.9   571.1   667.0   911.0  1572.0  9109.9 32444.8  31582.8    31569
read      388.2   411.6    68.9   128.9   147.5   317.8   405.7   462.6   506.7   559.3   632.1   863.3  1520.0  4199.4 12540.2  39140.8    38927
read      599.7  2118.0    74.4   134.3   156.5   326.9   397.6   437.7   467.5   502.4   547.2   687.0  8689.1 32151.0 49853.3  10599.8    10652
read      420.4   464.5    68.9   144.9   171.5   349.7   427.8   478.0   522.6   582.0   666.9   817.8  1831.3  5093.8 13950.2  97973.2    98119
read      360.9   309.4    74.4   130.6   149.7   321.6   404.4   453.6   489.6   532.6   585.2   666.3  1141.5  3238.4  9898.5  48001.0    48176
read      410.2   614.3    74.4   129.4   148.3   317.0   406.9   466.9   511.1   563.5   640.6   920.5  1859.0  6619.5 30322.3  34967.6    34929
read      382.3   398.9    68.9   133.7   154.2   326.1   412.9   464.0   502.7   550.0   615.8   727.0  1543.9  3988.2 12295.9  69775.2    69735
read      576.0  1564.8    74.4   131.2   151.1   352.6   473.9   557.3   615.6   679.2   759.1   930.7  6814.2 30341.9 35632.9  20754.0    20753
read      419.3   522.3    63.8   138.1   161.3   333.2   417.0   472.1   519.4   576.7   656.1   872.4  1883.9  4350.1 21679.6  84780.2    84642
read      374.4   459.4    68.9   129.5   148.4   319.3   402.6   454.9   493.4   538.8   596.8   707.2  1374.0  4767.1 18789.2  42412.4    42333
read      369.2   378.5    68.9   132.1   151.6   320.0   404.7   455.5   492.5   536.4   592.6   687.3  1363.5  3729.8 11110.5  61747.4    61587
read      377.2   379.2    68.9   135.6   156.6   326.2   409.6   459.9   497.9   544.6   609.5   716.4  1393.6  3852.0 12073.5  78326.0    77998
read      390.2   404.6    68.9   141.3   166.0   336.3   416.1   464.2   502.8   551.5   621.8   740.3  1429.9  5168.1 11144.8  97515.2    97625
read      460.1  1176.3    74.4   130.0   149.0   313.0   404.4   462.0   504.6   564.5   667.7   858.8  3128.4 15287.8 33626.2  23764.8    23781
read      389.8   451.7    68.9   133.1   153.4   321.9   407.6   460.9   501.1   549.7   620.0   771.1  1678.0  4402.1 18199.2  66644.4    66723
read      386.3   436.8    74.4   129.1   147.7   313.0   396.2   451.7   493.8   545.9   636.3   905.0  1457.5  4398.6 11696.3  31186.8    31016
read      367.0   308.6    74.4   129.2   148.2   317.5   398.4   448.3   485.2   529.2   586.0   701.3  1456.1  2873.9  8843.7  47696.0    47394
read      393.3   419.2    68.9   140.1   164.5   336.9   415.7   464.3   503.7   553.6   626.1   746.0  1493.5  5439.0 12497.2  95377.2    95335
read      654.4  2485.5    74.4   151.7   179.9   297.2   336.9   359.8   376.7   400.4   443.5   791.8  9395.5 35172.3 39708.7   5327.8     5252
read      396.2   556.9    68.9   132.7   153.1   324.3   408.7   459.4   497.7   544.8   608.5   730.8  1809.7  7003.5 27915.6  65606.6    65908
read      562.4  1637.0    74.4   128.9   148.5   339.7   449.1   521.0   570.1   623.5   689.7   831.1  7083.2 30295.6 37879.7  16805.4    16889
read      387.5   599.8    68.9   127.7   146.3   314.1   391.2   439.2   477.1   525.1   588.6   775.2  1632.9  7091.8 30316.2  42830.8    42912
read      380.3   325.6    68.9   140.5   165.2   336.1   418.1   466.3   503.4   549.8   615.8   734.3  1059.7  3037.9 10202.8  99984.6    99898
read      446.9  1039.8    74.4   126.9   144.9   305.8   395.4   456.5   508.0   595.9   740.4   929.8  2076.1 12281.5 36504.5  26304.0    26385
read      528.5  1471.3    68.9   127.8   146.4   316.4   419.5   493.2   564.6   657.6   764.9   935.8  6350.3 27253.9 37103.3  22671.4    22616
read      351.7   304.5    68.9   127.8   146.6   316.3   393.9   438.2   470.6   511.5   564.9   646.6  1081.4  2913.7  9405.3  50752.6    50605
read      399.2   517.1    68.9   134.0   156.7   324.9   405.4   457.8   499.3   550.0   624.7   773.0  1818.1  5738.3 20025.9  90189.4    90283
read      574.4  1460.6    68.9   127.1   146.7   322.3   460.9   582.9   682.0   779.8   893.6  1071.2  6495.5 26784.7 36794.7  26248.8    26273
read      375.9   452.5    68.9   127.1   145.7   316.2   397.7   448.8   487.2   534.0   594.0   727.7  1517.4  5756.3 12404.6  48412.2    48521
read      475.8  1039.8    68.9   128.7   148.0   316.6   413.0   480.0   535.1   614.7   812.3  1120.2  3219.1 12256.9 36162.3  33988.6    34058
read      356.2   415.6    63.8   128.2   147.2   302.3   382.6   431.3   467.4   510.6   567.4   657.1  1424.0  4377.0 11713.4  75647.0    75648
read      586.7  1768.5    68.9   129.9   149.9   347.3   462.9   539.4   595.5   656.1   730.8   866.4  8158.8 30866.2 40162.5  19460.8    19482
read      627.9  1985.7    74.4   131.8   152.6   351.3   455.3   515.2   556.1   601.7   659.0   784.5  8974.8 31891.7 37765.3  14988.2    15054
read      384.9   479.4    68.9   130.5   150.9   316.1   397.5   449.3   490.5   540.9   609.4   736.2  1745.3  6429.6 15900.1  75685.4    75754
read      655.6  2536.0    80.4   147.6   177.3   293.0   332.5   355.4   373.9   399.9   444.9   914.6 10200.1 34842.6 46838.4   5221.8     5187
read      481.2  1127.4    74.4   130.0   149.2   336.2   446.5   515.9   561.7   613.5   679.5   793.2  4310.3 12549.5 33961.1  17791.0    17656
read      416.3   530.4    68.9   141.9   167.2   340.8   421.6   471.3   512.5   568.2   648.0   804.1  1837.1  6984.0 17858.0  96371.2    96343
read      372.9   499.6    68.9   124.6   143.0   300.3   388.4   445.4   487.7   536.9   604.8   801.7  1340.2  6328.1 18301.4  36734.2    36665
read      386.8   523.6    68.9   134.0   155.4   316.6   397.6   448.4   488.0   537.7   605.5   726.6  1727.5  6543.2 21476.6  85232.8    85269
read      427.6   453.7    63.8   129.3   148.7   323.1   457.3   557.7   640.2   728.6   840.5   996.9  1279.6  4694.2 14560.5  31424.8    31525
read      367.9   355.0    68.9   128.3   147.2   309.2   393.8   445.6   484.9   533.1   594.6   711.7  1574.8  3688.1 11087.7  61771.2    61798
read      382.2   508.1    74.4   136.2   157.8   338.2   415.9   459.3   488.7   521.1   561.4   629.9  1159.8  7917.6 18793.7  12261.6    12253
read      425.4   421.8    74.4   130.8   150.9   339.1   481.3   579.5   646.0   716.5   801.5   920.1  1156.8  3822.5 10991.7  25591.0    25710
read      624.7   664.0    74.4   159.6   195.1   375.0   521.8   632.8   859.4  1417.9  1598.8  1802.2  2662.1  4060.9 18621.4  80053.4    79937
read      596.0  2204.5    74.4   142.9   171.3   317.0   367.1   396.0   417.4   442.5   476.5   571.0  8794.5 32504.7 43178.2   7266.4     7271
read      366.1   438.4    68.9   128.7   149.2   304.4   380.8   430.8   469.5   518.4   582.2   687.7  1628.5  5109.5 14557.0  85641.8    85861
read      365.9   388.4    68.9   134.0   155.6   315.7   394.6   442.6   480.4   527.7   589.3   686.8  1097.1  4593.9 10907.6  91249.8    91467
read      356.1   374.3    68.9   128.5   147.6   306.2   387.0   435.4   471.1   516.2   572.5   659.3  1408.0  4617.0 12253.2  72155.4    72217
read      412.6   633.9    68.9   124.9   143.6   306.0   408.8   480.3   539.3   633.7   785.6   977.6  1384.3  7883.9 28988.8  31048.6    31080
read      372.5   413.6    68.9   130.0   150.0   310.3   391.1   441.4   479.8   527.7   589.7   703.0  1694.1  4290.3 12301.6  76988.4    76878
read      357.1   412.9    68.9   129.7   149.3   301.6   377.3   426.1   463.6   508.7   567.4   656.8  1430.4  4892.3 12639.9  84307.6    84584
read      548.9  1750.6    68.9   130.0   150.8   331.5   412.0   459.6   491.7   527.2   572.6   663.6  7724.5 31526.0 40328.0  12543.2    12492
read      354.6   374.5    68.9   126.8   144.9   306.7   387.9   435.7   471.8   515.9   571.4   662.2  1334.7  3662.8 11608.9  57114.8    57106
read      360.8   415.8    68.9   133.3   154.7   309.3   384.1   430.1   466.2   511.5   572.4   670.2  1277.3  5402.5 12906.5  96271.4    96245
read      684.9  2622.3    80.4   139.1   166.5   305.7   353.3   380.7   400.5   426.5   465.7   666.6  9897.9 36812.5 49012.5   6799.0     6791
read      380.6   460.8    68.9   132.6   154.5   316.1   392.2   440.3   479.6   530.7   597.8   717.2  1716.4  5927.6 18104.7  90483.8    90728
read      622.4  2416.3    80.4   146.0   174.6   289.6   327.3   348.6   366.7   389.9   428.2   634.5  8892.2 36013.3 43380.5   5179.2     5151
read      381.8   572.0    68.9   130.5   151.5   311.5   390.3   439.9   479.4   528.2   591.5   700.8  1671.6  7680.1 28288.8  82912.0    82969
read      375.3   463.3    74.4   127.0   145.5   314.7   395.8   447.8   487.6   535.3   595.3   740.2  1428.7  5032.5 28067.2  42688.2    42635
read      394.6   450.0    68.9   138.6   162.4   329.0   404.4   453.4   493.2   545.5   620.2   748.0  1774.7  5465.9 13595.0  99539.0    99337
read      361.5   392.8    68.9   134.2   155.9   314.0   390.2   436.7   472.9   519.0   579.6   674.8  1001.0  4806.9 13126.6  95104.8    95192
read      348.0   371.3    63.8   126.8   145.0   301.0   379.5   427.1   462.7   504.7   557.6   639.9  1201.7  3808.8 10651.5  69254.4    69200
read      359.3   388.3    68.9   126.8   144.7   310.8   387.6   434.2   468.8   510.3   564.6   660.0  1413.4  5005.1 10395.3  49306.0    49459
read      457.2  1130.8    74.4   124.8   143.5   302.0   397.6   464.7   519.0   613.4   775.8   986.5  2040.0 13599.9 36520.5  29114.4    29055
read      350.1   344.7    68.9   127.8   146.2   308.5   387.3   433.2   467.9   508.8   561.4   641.1  1144.4  3346.3 10988.8  64205.8    64324
read      650.9  2530.5    74.4   142.7   171.7   287.1   326.7   348.2   366.7   390.4   428.5   679.9  9293.8 36205.9 44438.9   5677.8     5705
read      381.0   464.8    63.8   131.7   153.1   314.3   390.7   439.9   479.4   529.9   597.0   722.2  1719.6  5783.9 17926.3  84957.0    84816
read      437.8  1105.3    74.4   128.7   146.8   307.1   399.6   456.7   499.6   563.2   671.0   845.2  1870.6 13181.0 36016.4  23763.0    23714
read      350.8   414.3    68.9   129.0   148.0   304.1   380.3   426.8   461.7   504.2   558.4   641.3  1055.3  5074.3 13769.2  74184.2    74116
read      530.6  1611.5    68.9   125.2   144.8   319.5   429.2   511.0   573.5   639.1   715.0   839.6  7262.3 30670.1 39596.9  20112.8    19948
read      375.6   517.4    68.9   124.8   143.0   306.7   383.5   433.0   471.6   519.5   584.4   773.5  1571.1  6494.5 28291.7  44173.8    44213
read      478.5  1388.9    74.4   126.9   145.2   314.6   402.2   456.2   500.0   559.6   636.8   753.0  5527.6 25168.2 37459.9  19424.6    19454
read      648.7  2461.8    74.4   133.6   162.1   302.9   350.9   378.3   398.8   426.1   464.5   626.2  9820.2 32815.6 42513.0   7177.6     7190
read      381.5   533.8    68.9   126.7   145.5   315.7   394.3   441.7   477.9   523.0   581.8   709.9  1687.1  6808.4 20107.1  47536.2    47657
read      369.4   492.2    74.4   126.0   144.4   309.5   387.5   435.4   472.8   518.4   577.7   704.7  1461.7  5151.4 20072.1  44465.4    44399
read      575.4  2173.0    80.4   138.1   164.3   284.4   326.0   349.3   368.1   393.0   430.5   562.4  8909.8 32139.9 37561.9   6529.2     6481
read      649.0  2573.0    80.4   138.5   165.9   289.5   331.8   355.9   373.3   398.2   436.8   683.4  9222.2 34145.2 40249.8   5803.2     5807
read      400.1   528.7    68.9   135.2   157.0   324.5   405.2   458.4   499.4   549.3   619.6   751.3  1875.1  6129.5 23464.5  82993.4    83137
read      608.2  2177.3    74.4   131.1   154.9   318.5   381.2   416.1   441.1   469.8   512.9   622.5  9030.4 32157.2 41714.5   9546.4     9580
read      363.8   434.4    68.9   126.0   144.4   306.9   382.2   430.6   468.1   514.3   576.8   726.5  1319.1  5704.1 14113.5  37410.6    37385
read      307.3   208.6    68.9   124.0   141.5   287.3   352.3   392.3   422.3   456.4   495.8   548.1   662.9  1127.5  8616.4  33602.2    33706
read      311.1   207.5    68.9   124.0   141.8   289.4   356.0   396.7   428.0   462.5   503.0   560.5   683.9  1277.8  8044.6  35254.4    35204
read      321.8   232.5    68.9   124.3   142.7   301.1   370.9   412.2   442.3   477.2   521.6   583.8   723.0  1290.6 10045.8  50365.6    50438
read      317.7   174.4    68.9   125.1   143.2   300.1   367.2   405.9   435.9   470.8   514.5   575.6   709.1  1087.0  5516.5  48891.6    48878
read      316.4   242.0    68.9   123.8   141.8   296.7   364.7   405.1   435.0   469.5   512.6   572.8   692.5  1105.3  7875.6  42623.2    42682
read      303.9   198.9    68.9   125.2   143.1   282.4   350.8   391.8   420.8   452.2   488.0   536.6   632.4  1252.4  8217.1  27521.2    27416
read      326.2   200.1    68.9   126.9   145.3   302.5   376.2   419.8   451.8   489.5   535.4   599.6   753.3  1285.8  6842.1  64416.8    64424
read      323.9   268.3    68.9   126.8   145.5   300.6   370.8   411.8   443.1   479.6   525.4   587.9   734.5  1547.4  9893.1  64321.6    64364
read      283.0   420.8    86.8   143.2   166.9   253.9   284.6   301.8   314.6   330.4   351.5   394.6   600.2  8471.0 12773.6   5486.6     5481
read      295.4   188.2    68.9   125.9   143.5   280.0   338.6   373.3   399.1   428.7   463.1   511.4   616.7  1029.2  5931.6  26068.8    26227
read      298.9   201.3    68.9   124.4   141.9   282.8   344.4   380.0   406.0   436.2   471.0   522.8   625.2  1027.8  8651.0  26855.8    26586
read      328.4   189.1    63.8   128.4   148.2   300.8   373.0   417.9   452.3   493.8   545.8   626.4   789.8  1081.5  4677.7  86467.8    86286
read      293.8   201.5    68.9   124.7   142.1   278.0   339.4   373.5   398.2   426.5   459.7   505.4   601.4  1110.9  8035.4  24410.4    24452
read      297.0   245.5    68.9   123.7   141.2   279.5   340.4   375.0   401.4   431.7   466.9   516.2   622.7  1090.5 10040.2  26801.8    26832
read      309.4   282.2    68.9   124.1   142.2   286.8   355.4   395.4   424.4   456.4   493.4   543.9   653.5  1646.5 12173.2  29762.4    29795
read      315.2   195.9    68.9   122.9   141.3   296.3   363.8   404.0   434.5   469.4   512.5   572.1   692.1  1083.9  7733.2  46120.8    46224
read      324.8   226.9    63.8   127.4   146.6   297.0   368.4   412.1   445.7   486.9   539.5   617.7   774.8  1090.8  8291.9  84592.6    84587
read      323.3   190.5    68.9   125.5   144.4   300.9   373.6   416.2   447.7   484.8   531.3   594.4   739.7  1286.6  6213.6  63171.0    63389
read      316.9   193.6    68.9   124.2   142.7   298.9   366.5   405.3   434.8   469.2   512.7   573.6   700.1  1040.0  6908.9  47069.8    46953
read      325.5   200.7    63.8   128.2   148.5   296.9   369.1   412.5   446.1   487.2   540.4   619.8   779.8  1111.3  7755.2  90368.0    90536
read      296.0   307.1    74.4   132.1   150.1   290.9   336.0   359.7   376.2   396.8   423.5   464.5   556.9  2161.5 10097.1  12410.6    12508
read      315.4   226.4    63.8   123.1   141.1   293.1   362.5   404.6   435.3   469.7   510.9   569.9   693.6  1393.2  9818.9  38572.4    38491
read      323.0   197.9    68.9   130.3   150.1   293.5   364.4   407.4   441.2   482.6   536.7   615.3   772.2  1073.4  7366.8  97820.8    97806
read      297.8   329.6    74.4   133.4   150.5   289.7   331.9   354.4   371.1   391.6   417.7   459.4   564.5  3859.2 12995.8  11845.2    11813
read      315.0   243.9    68.9   123.8   142.1   292.7   361.3   403.1   434.3   469.4   510.6   568.8   684.2  1095.4  8520.5  39801.8    39665
read      323.0   212.1    68.9   125.0   143.4   301.3   374.2   417.2   449.0   485.4   530.5   590.6   724.4  1067.9  7205.6  53553.4    53571
read      328.0   179.5    68.9   126.8   145.5   304.7   381.5   426.5   459.2   496.8   542.9   611.5   744.5  1052.3  4800.3  63192.0    63215
read      323.0   197.9    68.9   126.7   145.6   296.4   368.8   412.8   446.4   486.0   536.6   609.0   761.3  1098.2  7577.5  78769.6    78767
read      284.4   224.8    80.4   137.1   156.3   277.6   312.0   330.4   343.7   361.3   383.9   424.3   536.3  3423.9 10824.4   8606.8     8615
read      324.7   174.7    68.9   127.9   146.7   301.9   375.9   420.2   452.2   489.0   534.7   600.2   740.9  1084.9  3773.1  67837.0    67903
read      303.9   298.3    74.4   129.8   146.8   292.9   348.0   377.7   398.0   421.6   450.8   495.2   600.6  3252.0 13525.1  16462.0    16398
read      325.7   214.6    68.9   125.9   144.5   304.1   377.2   420.2   451.5   487.9   532.5   593.2   728.2  1221.4  8634.0  53361.0    53434
read      313.6   234.9    68.9   123.5   141.5   292.4   359.6   399.9   430.3   464.6   505.5   562.0   683.5  1349.1  8742.2  38067.0    38068
read      298.0   379.6    74.4   137.1   156.0   283.8   320.2   340.2   354.8   371.6   396.2   434.5   540.2  5710.4 15576.6   9151.0     9130
read      323.2   181.2    68.9   126.8   145.2   299.4   375.2   418.8   450.3   487.1   532.9   595.5   734.8  1137.6  5272.9  69090.4    69227

Total QPS = 49317.1 (44385432 / 900.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 10963201210 bytes :   11.6 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.99%,50.00%,100.00%
ubuntu@client-measure-0r2f:~/memcache-perf-dynamic$
