Total number of intervals = 180
Timestamp start: 1715944889571
Timestamp end: 1715945790262

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      318.4   367.4    80.4   142.1   166.6   304.9   346.8   370.7   387.9   406.5   431.1   469.8   589.2  4668.4 17716.2   7383.6     7434
read      418.9   478.3    63.8   128.7   146.6   266.0   337.4   388.4   440.8   559.3  1075.2  1525.2  2015.9  2753.4 11428.1  67192.8    67201
read      606.7   939.6    68.9   156.4   191.1   357.0   486.2   570.7   652.6  1310.7  1556.8  1773.8  2639.1 12520.5 31687.0  85972.2    85927
read      350.0   269.6    68.9   129.8   149.4   312.6   393.6   440.9   476.2   518.4   571.6   651.0   956.2  2770.9  7704.4  64421.2    63953
read      400.8   335.3    68.9   125.5   144.6   312.1   438.3   529.7   607.5   691.7   788.7   925.7  1143.7  3448.3 10842.7  31686.4    31595
read      501.7   638.0    68.9   141.6   170.5   345.5   440.8   512.8   572.3   652.9  1003.6  1626.3  2082.5  6964.9 24650.1  87777.2    87879
read      431.6  1437.8    74.4   141.8   167.4   293.7   336.1   361.9   381.7   407.5   446.3   522.9  4694.3 29758.9 37708.7   7295.8     7287
read      349.4   334.5    68.9   130.3   149.5   302.2   377.7   422.8   456.9   498.6   551.6   636.9  1446.5  3626.0 12085.9  62023.4    62295
read      700.2  2487.2    74.4   146.6   176.4   317.0   365.2   393.8   415.5   443.4   496.3  1170.3 10463.3 35158.6 40280.8   6549.2     6561
read      613.3  1735.2    74.4   129.4   150.0   350.4   494.4   593.1   657.7   725.9   814.0   992.0  7949.8 30678.4 37771.8  22564.8    22532
read      379.1   499.9    68.9   127.2   146.4   313.9   399.8   451.4   490.4   537.1   598.4   720.4  1640.2  4624.3 21416.1  60632.2    60653
read      357.8   329.7    68.9   127.5   146.3   310.7   393.8   443.9   481.3   525.5   581.0   670.5  1320.8  3159.4 10458.6  58977.4    59076
read      354.5   301.3    68.9   127.7   146.2   310.6   392.2   440.7   477.6   521.6   575.6   665.6  1289.0  2909.3 10114.6  60373.6    60154
read      554.3  1422.1    74.4   129.8   150.1   348.0   489.2   584.5   651.1   721.9   807.3   961.5  5582.8 28035.0 37070.3  22943.2    22964
read      747.6  2672.7    74.4   140.8   167.9   329.8   390.6   424.2   449.3   480.2   527.6  1282.8 10656.1 36301.0 48935.1   8201.0     8172
read      489.1  1123.3    63.8   126.4   145.8   322.0   440.9   513.5   572.8   664.8   797.1   995.7  3545.7 13104.1 36306.7  27598.2    27652
read      394.7   608.4    68.9   122.4   141.3   304.0   395.2   455.4   499.6   551.1   627.7   897.5  1642.0  7993.3 28441.9  37500.2    37594
read      459.3  1083.5    74.4   127.0   145.7   321.3   431.5   494.9   543.7   612.3   717.4   895.2  2311.1 11693.8 36950.6  24313.8    24367
read      391.0   552.6    74.4   123.8   142.5   307.0   398.4   458.2   501.5   553.1   632.1   896.0  1499.9  7676.6 24448.5  33732.0    33771
read      356.8   339.1    68.9   128.1   148.1   301.9   379.3   430.1   469.7   519.0   582.4   684.8  1489.0  3326.8 10314.7  85097.8    84944
read      348.8   284.3    68.9   126.9   146.8   300.4   377.7   426.5   464.6   511.5   573.9   670.9  1333.4  3054.0  7242.0  85521.2    85666
read      336.6   223.1    68.9   126.5   144.8   307.0   385.4   431.2   465.3   505.8   555.6   629.7   861.5  1731.6  8909.2  51942.6    51918
read      374.0   588.2    68.9   123.4   142.2   302.9   387.4   441.2   479.0   523.1   581.4   724.9  1359.2  6929.9 29883.9  34414.4    34406
read      421.4   827.3    68.9   124.9   143.9   311.7   415.1   476.8   522.8   583.3   690.1   907.5  1633.8 11926.4 35259.4  28577.2    28664
read      385.5   587.7    68.9   125.0   143.5   308.0   391.2   445.6   486.3   533.2   596.5   807.7  1549.3  6874.4 30701.8  38205.6    38289
read      604.4  1739.5    74.4   129.7   150.0   349.6   483.9   575.5   634.1   697.3   781.8   950.7  7789.8 30870.0 37767.7  20759.2    20658
read      640.8  2039.5    74.4   131.8   153.5   353.1   446.5   499.2   534.8   574.8   626.6   748.7  9271.6 31668.2 39712.6  13805.8    13840
read      388.8   504.3    68.9   133.8   156.4   320.5   399.6   450.9   491.5   542.2   612.1   739.3  1672.8  6465.3 19076.1  93221.6    93419
read      396.6   374.4    68.9   140.8   166.6   344.0   430.0   480.9   519.5   568.4   638.2   776.5  1301.2  3898.8 11868.8  98407.8    98284
read      425.7   503.2    68.9   138.6   161.6   353.0   447.9   504.8   547.6   602.8   683.2   856.6  1804.8  5599.2 15799.8  71368.6    71313
read      375.3   427.4    68.9   127.9   147.0   319.0   403.9   456.3   495.3   542.2   603.8   722.5  1405.5  4480.4 18238.2  42208.0    42089
read      389.8   477.6    68.9   126.3   145.3   313.8   399.4   455.1   498.5   550.3   624.5   862.2  1601.8  5884.3 16111.1  46640.8    46458
read      437.0   787.6    68.9   127.8   146.9   317.4   423.2   494.4   550.0   630.4   771.7   992.7  1752.1  9016.4 32148.8  30856.8    30755
