Total number of intervals = 90 
Timestamp start: 1715963321553
Timestamp end: 1715964222095

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      314.4   558.4    74.4   134.9   158.4   281.4   322.3   345.1   362.6   383.1   410.5   457.1   636.2  8425.9 23675.1   7391.7     7434
read      335.4   221.5    68.9   128.2   147.2   306.9   383.7   429.5   463.0   502.8   552.2   629.3   825.0  1693.8  7067.4  67039.4    67201
read      347.2   293.7    63.8   129.6   149.9   306.8   384.1   431.3   466.9   509.6   567.0   659.7   984.4  2754.7 10028.2  85991.3    85927
read      351.8   293.7    63.8   125.8   144.4   311.0   392.3   439.6   474.5   516.2   570.0   660.0  1156.8  2908.6  9711.5  63961.7    63953
read      379.9   449.8    68.9   125.1   143.8   307.4   382.5   433.0   472.3   524.8   614.6   919.4  1482.1  5322.3 13366.6  31509.5    31595
read      383.2   392.1    63.8   131.1   153.2   321.6   403.4   455.4   495.1   543.9   614.2   753.2  1613.5  4302.8 10534.0  87861.2    87879
read      656.1  2397.7    74.4   135.3   166.1   313.3   367.2   398.7   422.6   452.2   497.5   801.9  9719.2 32361.1 49019.2   7356.3     7287
read      369.3   416.2    63.8   128.5   148.0   317.1   397.7   446.5   482.7   525.8   582.2   688.2  1554.2  4184.7 15761.8  62218.6    62295
read      714.1  2740.9    74.4   134.6   164.8   295.2   341.7   369.0   390.8   420.2   469.6  1096.1 10993.2 35471.6 50883.7   6571.4     6561
read      513.7  1392.6    68.9   128.2   147.3   315.3   411.4   482.8   554.5   664.7   789.1   957.3  5566.5 24498.4 38035.1  22511.7    22532
read      357.4   325.5    68.9   128.4   147.3   314.3   395.8   444.3   478.9   520.4   574.6   668.2  1264.7  3132.4 10081.7  60511.5    60653
read      387.4   367.7    68.9   133.0   154.0   336.8   426.4   477.9   516.4   562.7   625.1   741.2  1421.8  3390.3 11871.8  59098.5    59076
read      369.8   389.4    68.9   130.8   150.7   320.8   403.5   453.8   490.9   535.2   591.5   692.8  1336.4  3651.7 14312.1  60048.1    60154
read      464.6  1024.5    68.9   129.3   148.6   318.4   420.5   488.7   549.0   652.5   785.8   953.3  2584.7 12498.5 35296.9  22906.5    22964
read      715.7  2654.9    74.4   130.8   157.8   311.0   370.2   405.5   433.4   466.7   519.8  1167.2 10651.4 35413.3 56901.0   8178.8     8172
read      415.3   833.1    63.8   127.6   146.2   308.2   386.1   440.9   483.8   539.7   656.1   945.2  1777.4 11063.4 32103.7  27585.3    27652
read      391.9   512.1    68.9   128.6   147.6   319.3   400.0   451.7   491.4   541.4   617.7   887.4  1590.1  5777.0 23510.6  37670.4    37594
read      437.0   901.8    74.4   128.2   147.2   311.3   400.5   462.8   514.3   597.1   745.9   943.8  1799.3 11675.9 32407.5  24470.3    24367
read      375.6   482.7    68.9   127.1   145.6   310.6   384.8   433.5   471.2   518.2   586.2   824.3  1398.1  6125.9 16542.4  33790.9    33771
read      356.5   306.4    68.9   131.9   152.4   312.3   392.6   442.6   480.0   524.9   582.7   681.7  1027.4  2966.4 10822.6  85111.1    84944
read      346.7   221.7    68.9   132.7   153.7   314.2   392.0   437.9   473.0   517.0   574.5   662.6   869.8  1861.2  6284.8  85525.7    85666
read      337.2   218.8    68.9   129.9   149.0   313.7   386.3   429.0   460.7   498.2   544.3   614.3   824.7  1632.0  7469.8  51952.9    51918
read      380.5   536.8    68.9   127.8   146.4   310.3   386.4   435.4   472.3   518.6   585.5   791.1  1476.3  6417.8 25149.8  34448.6    34406
read      428.4   868.7    68.9   130.0   149.2   310.7   394.2   452.6   499.7   567.9   721.6   982.9  1704.5 12175.2 32212.4  28637.3    28664
read      388.6   435.6    68.9   131.6   151.2   322.4   400.4   449.9   488.5   537.9   611.9   868.5  1541.9  4568.2 14682.1  38431.7    38289
read      540.3  1466.8    68.9   129.3   149.5   322.8   431.6   521.8   607.3   697.1   798.7   960.3  5902.3 28639.7 37294.1  20713.2    20658
read      666.5  2167.1    68.9   127.4   146.9   341.7   450.1   518.6   562.5   612.2   678.2   855.1 10018.8 31918.8 51230.8  13897.0    13840
read      426.0   597.2    68.9   142.3   168.3   353.0   439.5   493.2   535.2   587.4   662.9   807.7  1714.6  7486.0 30296.1  93063.2    93419
read      402.2   383.2    68.9   143.6   170.2   353.9   440.7   491.7   530.1   578.2   645.7   779.6  1143.0  4282.3 11285.9  98238.6    98284
read      375.7   358.2    68.9   132.1   152.7   322.3   405.1   456.5   494.2   539.1   599.7   715.3  1542.5  3723.4  9793.5  71469.6    71313
read      397.0   422.9    68.9   130.2   150.0   326.3   410.4   462.7   503.0   554.3   634.1   923.0  1639.2  4048.1 13590.4  42041.4    42089
read      360.1   310.9    68.9   129.3   148.3   322.4   401.3   447.0   479.9   519.0   570.5   656.8  1225.1  3179.9  9405.1  46382.5    46458
read      431.0   757.7    68.9   130.2   149.8   319.6   401.3   459.3   505.6   572.4   718.6  1012.5  1979.3 10264.2 31560.4  30803.1    30755
read      384.7   456.2    68.9   130.3   149.8   326.1   404.3   452.8   488.3   532.0   591.8   733.8  1579.1  5236.6 14762.7  42896.4    42889
read      389.4   488.4    68.9   139.2   163.3   337.6   421.0   470.1   508.1   554.7   618.9   730.5  1080.9  6130.6 25677.2  93666.3    93552
read      366.2   315.1    68.9   131.9   152.0   320.3   403.1   452.5   488.5   531.3   586.9   685.5  1350.1  3411.4  9864.8  65622.6    65694
read      407.4   668.5    68.9   129.2   148.4   314.4   390.0   441.0   482.2   536.3   635.6   945.6  1722.0  9352.8 30372.7  29540.2    29574
read      363.2   304.5    63.8   130.7   149.8   324.7   405.7   453.1   487.0   526.8   578.3   667.8  1216.4  3121.5 10614.6  51301.2    51355
read      368.2   333.4    74.4   131.4   151.3   323.0   406.7   456.5   493.0   536.5   593.2   693.8  1163.5  3621.4 10203.0  67305.1    67361
read      617.6  1924.4    74.4   129.1   149.1   341.2   451.0   532.1   587.7   645.4   718.7   865.0  8539.6 31591.5 40384.8  16284.6    16287
read      394.2   461.0    68.9   134.7   156.8   329.4   411.3   462.3   502.2   550.7   622.1   754.7  1734.5  5493.0 15663.1  81548.5    81508
read      383.7   500.4    68.9   133.1   155.3   323.4   405.1   455.4   493.4   540.4   606.5   724.6  1421.3  6175.4 24557.0  87639.1    87619
read      384.8   498.0    68.9   136.7   160.2   327.5   406.0   455.3   493.0   540.1   605.1   720.9  1347.9  6021.3 26046.4  99008.1    99068
read      356.0   393.1    68.9   126.6   145.0   313.9   391.7   436.8   469.6   508.7   561.0   649.4  1240.9  4796.0 11068.8  51198.5    51267
read      625.7  2067.5    68.9   128.4   149.0   328.1   412.4   465.9   502.5   543.2   597.3   733.7 10073.8 31427.3 39592.5  11817.1    11822
read      399.7   569.2    68.9   137.4   161.3   334.5   417.8   468.3   506.6   554.8   624.1   756.7  1556.6  7105.8 30242.7  97502.7    97494
read      390.6   531.8    68.9   136.2   159.8   329.7   411.4   462.0   500.6   547.9   615.4   734.5  1331.4  6652.6 29009.5  97407.1    97350
read      354.1   352.5    68.9   127.7   146.4   312.5   391.9   438.1   471.6   511.8   565.0   649.8  1219.7  3270.0 12847.9  55284.1    55460
read      381.7   481.1    68.9   133.0   154.5   320.8   401.5   451.7   490.0   537.2   600.8   716.5  1587.9  5551.1 18045.6  85955.6    85984
read      369.8   516.0    63.8   130.5   150.9   311.1   391.2   439.4   475.8   520.7   580.9   686.9  1424.4  5551.9 28582.7  82051.3    82043
