Total number of intervals = 90 
Timestamp start: 1715963321553
Timestamp end: 1715964222095

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      363.7   468.4    68.9   129.1   147.9   317.5   398.8   445.9   479.6   520.6   573.9   662.9  1296.7  4136.3 28287.2  52929.4    52873
read      645.0  2077.6    74.4   128.8   148.1   337.5   435.2   502.2   546.9   595.4   660.1   820.0  9752.0 31810.1 39861.1  13949.8    13911
read      383.3   534.0    63.8   129.6   148.5   320.1   399.7   447.3   482.1   525.4   584.6   707.9  1687.8  6202.2 28580.3  49943.6    49984
read      688.9  2417.3    74.4   127.4   151.6   316.4   385.1   426.7   456.6   493.4   547.6   930.2 10457.1 32531.0 48873.6   9297.4     9274
read      455.2   953.2    63.8   127.8   147.1   315.4   409.7   474.2   529.3   626.2   818.0  1015.6  2070.3 12335.7 32475.1  27224.2    27187
read      497.6  1197.1    74.4   132.3   152.8   347.7   471.3   553.5   609.4   671.2   747.9   881.4  2834.0 17597.6 32988.0  18752.4    18735
read      436.5   750.8    63.8   137.2   161.1   338.8   422.9   476.6   520.5   576.6   658.9   843.6  2008.9  9775.1 31509.5  86488.2    86505
read      377.4   505.8    68.9   133.4   155.3   318.0   397.5   447.0   484.5   531.5   592.9   702.8  1345.1  6169.7 26371.1  92988.8    93039
read      380.5   504.3    68.9   130.6   151.0   319.5   400.7   451.2   488.7   534.2   594.3   711.2  1553.1  6263.2 21722.2  76024.1    75999
read      392.6   415.6    68.9   126.1   144.8   305.6   393.6   459.6   515.8   609.6   782.0   984.0  1330.9  3671.5 12554.8  32264.0    32324
read      391.1   565.9    68.9   133.4   155.0   322.2   405.1   456.4   495.3   542.3   605.9   727.2  1646.5  7182.4 28890.7  84172.7    84255
read      383.5   500.5    68.9   132.8   153.6   321.0   404.5   455.3   493.4   540.2   604.4   721.6  1537.2  5986.8 18044.1  81656.2    81759
read      375.2   428.2    68.9   126.8   145.4   313.5   395.7   446.3   484.8   531.8   592.8   748.6  1453.8  5114.9 12246.4  37297.4    37291
read      360.9   362.8    68.9   128.2   146.6   317.1   399.5   447.1   482.2   524.6   578.9   668.7  1314.0  3711.6 12182.2  53834.1    53818
read      405.8   415.9    68.9   128.6   147.9   319.4   421.9   492.0   549.0   639.2   785.8   982.9  1316.5  4404.4 13545.1  30345.9    30297
read      393.1   549.8    68.9   126.6   145.6   311.5   402.5   463.7   510.2   573.0   685.5   912.1  1300.1  6512.2 29213.0  31617.4    31569
read      376.5   436.6    68.9   126.4   144.9   314.9   396.6   447.3   485.3   532.1   593.3   742.8  1455.2  5339.7 14658.7  38820.7    38927
read      541.8  1777.4    74.4   132.4   154.5   324.0   388.1   428.8   458.2   493.0   537.8   627.9  8187.3 31144.9 40166.5  10651.2    10652
read      391.2   471.5    68.9   138.8   162.6   330.6   412.7   462.9   501.4   547.9   613.9   738.8  1564.1  5653.3 18410.5  98119.5    98119
read      360.0   369.0    68.9   127.7   146.2   317.2   399.6   447.1   481.7   524.3   578.7   666.3  1249.6  3871.0 11216.6  48057.9    48176
read      365.4   447.4    74.4   126.5   144.8   309.0   387.4   437.0   473.7   518.4   576.5   699.0  1336.4  5062.6 13711.3  34920.6    34929
read      362.3   364.1    63.8   130.1   149.4   314.0   397.4   446.4   482.7   526.9   583.5   679.3  1286.6  3898.6 11546.2  69864.5    69735
read      405.9   596.9    68.9   129.7   149.7   346.0   453.2   520.8   568.2   618.8   676.3   762.6   972.1  8462.7 29723.1  20757.1    20753
read      841.5   754.0    74.4   233.0   264.3   496.9  1054.7  1474.3  1584.7  1680.1  1779.0  1939.9  2757.7  4651.7 19773.0  84758.5    84642
read      452.7   475.3    63.8   128.8   147.9   304.9   409.7   504.0   625.1   847.2  1070.5  1308.4  1712.8  2930.8 13795.4  42338.6    42333
read      443.8   469.2    63.8   131.3   152.0   297.5   383.8   451.9   518.5   664.2  1067.8  1488.0  1957.2  2554.0 11992.4  61582.5    61587
read      800.8   780.5    68.9   217.8   250.4   470.2   734.5  1400.5  1514.3  1639.8  1755.0  1946.1  2816.5  5159.8 22673.9  78047.4    77998
read      837.0   853.9    74.4   219.8   257.7   474.9   861.3  1466.4  1590.0  1688.4  1794.0  1956.7  2766.3 10173.5 25470.2  97556.4    97625
read      452.7   602.2    68.9   127.0   143.9   313.5   432.7   533.7   624.1   726.7   879.9  1288.5  1877.2  6924.2 23101.1  23818.8    23781
read      444.3   475.0    63.8   132.3   153.3   295.5   379.0   443.3   505.6   637.2  1043.1  1537.2  2054.9  2672.2 11100.6  66753.1    66723
read      422.2   359.9    63.8   128.5   148.4   321.5   455.0   568.6   663.7   755.7   858.5   985.0  1188.9  1972.1 10856.8  30957.7    31016
read      447.1   432.5    63.8   130.5   151.0   307.5   405.0   492.7   591.7   823.9  1080.0  1311.7  1640.3  2177.2 10980.3  47473.1    47394
read      827.2   791.0    74.4   208.5   251.8   478.8   848.8  1451.3  1564.2  1674.2  1783.2  1959.5  2805.2  5795.3 21279.0  95401.6    95335
read      393.8   880.2    74.4   132.0   155.4   281.4   324.0   350.0   373.3   411.4   511.8   986.3  2015.6 14999.2 29807.4   5241.3     5252
read      443.5   460.6    63.8   132.9   153.7   295.2   378.2   444.4   508.8   653.4  1055.8  1527.7  2004.3  2613.1 10520.3  65852.8    65908
read      371.2   372.7    68.9   131.4   151.6   341.0   427.8   480.1   515.6   552.4   597.3   661.9   795.4  3822.8 17622.2  16785.0    16889
read      445.2   396.0    63.8   133.2   153.5   312.9   427.5   534.0   660.8   838.7  1018.3  1216.1  1478.0  1869.4 11341.3  42856.1    42912
read      850.3   777.7    80.4   233.6   264.5   507.2   937.8  1473.7  1592.6  1693.1  1804.6  1976.6  2841.7  6806.2 19688.2  99958.8    99898
read      479.6   678.3    63.8   131.0   150.0   313.1   437.0   552.7   665.9   797.8   995.4  1430.6  1952.8  7640.3 26428.7  26409.4    26385
read      395.6   334.1    68.9   129.0   149.3   341.7   456.2   533.9   588.0   643.0   706.9   797.1   970.4  2750.2 13803.3  22564.2    22616

Total QPS = 51575.0 (46417500 / 900.0s)

Total connections = 64
Misses = 0 (0.0%)
Skipped TXs = 0 (0.0%)

RX 11465122253 bytes :   12.1 MB/s
TX          0 bytes :    0.0 MB/s
Warning! Detected max cpu usage > 95%
CPU Usage Stats (avg/min/max): 99.96%,50.00%,100.00%
ubuntu@client-measure-0r2f:~/memcache-perf-dynamic$
