#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target,ts_start,ts_end
read,395.5,457.7,173.5,256.2,277.4,362.0,389.4,403.3,415.4,428.2,446.1,479.7,1267.8,7905.3,14538.9,4943.0,5000,1714206924966,1714206930386
read,398.9,340.6,173.5,235.0,252.1,385.7,430.2,452.7,467.0,485.6,506.6,542.1,641.0,5231.7,12915.9,9999.8,10000,1714206931890,1714206937258
read,419.2,254.2,173.5,236.5,253.5,413.2,483.9,513.4,532.6,552.3,579.5,618.9,716.9,2423.1,12484.3,14902.0,15000,1714206938761,1714206944088
read,418.6,228.0,160.7,226.2,243.1,395.1,491.4,530.5,554.7,580.7,611.9,657.0,769.2,1957.2,8273.4,19938.8,20000,1714206945593,1714206950920
read,400.1,220.4,160.7,217.9,232.5,358.1,470.3,517.3,544.7,573.1,604.4,645.0,735.9,1222.0,8712.9,25188.2,25000,1714206952423,1714206957737
read,395.6,224.4,160.7,215.0,229.9,346.9,457.4,514.1,545.9,577.0,610.5,652.0,736.6,1059.0,9867.4,30030.7,30000,1714206959241,1714206964551
read,391.7,231.0,160.7,211.9,226.7,341.3,441.4,504.1,543.3,580.5,618.7,666.6,748.5,1069.6,9888.8,34959.0,35000,1714206966055,1714206971367
read,388.0,202.4,160.7,211.0,225.6,340.8,431.4,493.7,535.4,576.6,617.7,667.7,759.2,1097.6,7538.7,39936.4,40000,1714206972871,1714206978188
read,392.7,214.6,160.7,212.1,226.5,345.7,435.2,494.6,536.7,580.6,625.4,679.0,794.2,1171.0,8095.8,45021.2,45000,1714206979693,1714206985014
read,391.0,212.7,160.7,213.0,227.3,345.5,428.9,484.9,528.0,575.0,623.5,680.2,797.4,1180.3,7981.8,49918.4,50000,1714206986517,1714206991820
read,391.4,210.5,148.8,213.5,227.8,345.5,428.1,482.7,525.1,572.8,624.0,684.3,812.5,1475.7,8247.8,54996.6,55000,1714206993324,1714206998623
read,383.5,193.0,160.7,213.5,227.4,338.7,418.1,469.5,509.8,556.9,609.8,675.0,797.8,1236.1,7537.9,59890.2,60000,1714207000127,1714207005430
read,368.1,182.3,160.7,211.3,224.9,329.9,399.8,444.0,479.1,523.9,576.2,637.4,735.6,1046.7,7838.6,64979.8,65000,1714207006934,1714207012236
read,371.3,177.1,160.7,212.3,225.7,332.8,404.2,449.3,483.5,526.6,579.0,643.8,752.4,1154.9,5766.0,69863.4,70000,1714207013740,1714207019038
read,368.1,177.9,148.8,211.8,225.5,330.9,400.5,443.8,476.7,518.4,570.8,638.2,745.9,1001.0,6344.8,74917.0,75000,1714207020542,1714207025835
read,373.8,186.8,160.7,215.2,228.9,337.3,405.9,449.0,481.4,521.6,573.2,645.2,784.7,1099.8,5515.3,80234.7,80000,1714207027339,1714207032635
read,369.4,182.9,160.7,213.4,227.3,335.5,401.2,441.7,471.9,509.7,559.7,633.8,773.5,1070.0,6426.0,84733.0,85000,1714207034139,1714207039431
read,366.6,183.5,160.7,214.4,228.3,335.7,399.0,436.7,466.0,501.5,547.7,619.0,745.8,1047.3,6176.6,89945.4,90000,1714207040934,1714207046231
read,367.1,182.1,160.7,216.6,230.6,338.5,399.0,434.7,462.4,496.5,540.9,608.8,742.8,1071.8,7557.7,95145.1,95000,1714207047734,1714207053027
read,362.1,161.5,160.7,215.6,229.8,333.8,392.4,427.7,455.2,489.0,533.5,600.7,738.3,993.3,7032.7,99845.8,100000,1714207054529,1714207059829
read,370.3,198.8,160.7,219.7,234.2,343.3,400.5,434.3,460.8,493.4,537.0,607.7,771.1,1025.5,8517.7,104699.2,105000,1714207061332,1714207066648
read,384.6,186.8,160.7,223.3,240.6,358.5,416.4,451.2,477.2,509.3,554.0,631.0,805.7,1151.4,7966.9,110003.4,110000,1714207068151,1714207073445
read,498.7,265.7,160.7,244.2,273.7,443.9,526.9,589.0,646.8,726.2,817.4,933.9,1147.3,1492.8,9679.2,112577.6,115000,1714207074949,1714207080244
read,536.1,236.4,173.5,295.0,326.9,519.2,606.9,650.7,681.9,718.3,761.9,827.5,944.4,1317.1,10167.9,116239.5,120000,1714207081748,1714207087047
read,511.1,219.1,160.7,280.8,313.9,488.7,571.1,616.5,647.9,685.6,733.9,802.3,929.9,1209.7,7813.0,120560.1,125000,1714207088550,1714207093846
