#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target,ts_start,ts_end
read,393.6,422.1,173.5,255.8,278.6,362.4,392.4,408.4,422.3,436.2,459.2,497.1,832.3,6131.5,14888.1,4951.0,5000,1714207405662,1714207411092
read,398.7,337.9,173.5,240.2,257.7,389.4,433.9,454.8,467.9,484.9,503.7,535.5,608.4,4296.4,15073.5,9971.8,10000,1714207412596,1714207417965
read,395.7,251.4,173.5,230.8,246.9,387.1,454.1,481.7,498.8,517.4,538.8,570.9,635.2,2421.2,10871.4,14952.2,15000,1714207419470,1714207424789
read,406.9,237.3,160.7,223.0,238.8,386.2,479.6,517.0,538.8,562.6,588.6,627.5,715.1,1840.3,10096.7,20057.8,20000,1714207426292,1714207431614
read,416.9,273.7,160.7,221.5,237.4,372.8,488.6,536.8,565.9,594.3,627.7,675.0,787.5,2429.0,12217.5,24919.5,25000,1714207433118,1714207438440
read,400.0,242.4,160.7,217.3,232.1,358.6,456.3,504.8,535.0,567.1,604.2,659.8,785.4,1438.1,9828.9,30052.2,30000,1714207439944,1714207445268
read,398.1,222.3,160.7,213.1,228.2,351.5,451.4,509.0,545.1,582.1,622.6,676.0,783.1,1163.3,9197.3,35054.8,35000,1714207446771,1714207452077
read,391.9,210.2,160.7,212.3,227.2,351.3,440.7,490.7,524.0,559.2,600.5,668.1,831.5,1182.0,8028.8,40027.6,40000,1714207453581,1714207458883
read,388.7,205.0,160.7,213.4,227.6,343.4,427.6,484.5,526.6,571.4,618.4,673.5,773.7,1232.6,8609.5,44998.4,45000,1714207460386,1714207465683
read,378.5,194.3,160.7,214.9,229.3,344.8,415.2,459.1,492.8,531.2,576.1,636.9,745.7,1071.4,8438.9,49901.2,50000,1714207467187,1714207472485
read,380.1,211.2,160.7,211.4,225.5,337.5,413.6,464.5,505.1,553.5,604.9,661.4,745.4,1467.0,9056.0,54977.4,55000,1714207473988,1714207479306
read,381.5,193.2,160.7,213.9,227.8,343.0,419.0,464.7,500.1,542.3,592.7,662.3,793.0,1139.9,7806.1,59943.0,60000,1714207480811,1714207486126
read,383.4,188.1,160.7,215.8,229.1,338.9,417.6,467.7,507.1,554.6,610.0,675.4,798.7,1188.8,7557.1,64754.0,65000,1714207487629,1714207492934
read,369.8,180.4,160.7,214.1,227.4,328.5,398.9,445.0,481.6,526.7,581.1,646.0,747.2,1006.3,6754.7,70048.4,70000,1714207494438,1714207499745
read,370.8,190.9,160.7,215.4,228.5,331.8,401.5,445.0,478.0,520.5,573.4,641.7,751.6,1076.6,8115.2,74873.2,75000,1714207501248,1714207506545
read,364.8,192.4,160.7,214.1,227.5,329.2,395.6,435.6,467.2,506.3,556.6,625.5,733.1,971.7,8031.8,79780.9,80000,1714207508049,1714207513342
read,360.9,169.4,148.8,214.1,227.6,328.5,392.0,430.1,459.5,495.7,542.5,611.4,722.6,979.4,6089.2,84880.4,85000,1714207514845,1714207520142
read,362.6,177.5,160.7,215.5,228.9,331.1,392.6,428.9,456.9,491.3,536.8,606.5,742.5,1136.4,7398.3,89885.6,90000,1714207521646,1714207526944
read,366.5,178.7,160.7,216.4,230.4,335.8,396.9,434.2,463.0,498.0,543.1,612.3,759.7,1056.8,7002.3,95042.4,95000,1714207528446,1714207533747
read,361.2,158.8,160.7,218.5,232.8,337.1,393.3,426.2,451.1,480.9,521.2,582.9,710.3,981.3,5088.2,100150.0,100000,1714207535250,1714207540550
read,386.4,176.3,160.7,221.6,237.9,356.9,418.5,455.6,484.0,519.8,569.8,654.1,845.2,1144.8,6383.0,104938.4,105000,1714207542054,1714207547354
read,368.1,170.8,160.7,219.4,233.9,339.7,394.5,427.7,454.2,487.8,534.8,616.0,801.5,1086.4,5871.1,110022.4,110000,1714207548858,1714207554151
read,427.6,209.2,160.7,232.3,253.1,388.3,458.0,504.4,543.2,593.1,662.7,762.2,930.1,1204.9,7748.0,114379.4,115000,1714207555655,1714207560964
read,445.7,207.9,160.7,240.4,266.0,412.7,485.9,532.5,568.7,612.8,669.8,750.9,906.3,1149.8,7549.2,119229.2,120000,1714207562468,1714207567772
read,515.8,223.3,173.5,286.5,322.9,492.5,561.0,600.6,631.3,670.4,723.8,813.9,1050.5,1365.4,8809.3,121405.0,125000,1714207569275,1714207574568
